interaction_symbol	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources	references	curation_effort	n_references	n_resources
FGF1-FGFR3	FGF1	FGFR3	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;IMEx_CellPhoneDB;InnateDB-All_CellPhoneDB;IntAct_CellPhoneDB;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:10574949;Baccin2019:14732692;CellTalkDB:16597617;Cellinker:10574949;Cellinker:14732692;Cellinker:25772309;DIP:22244757;DIP:9045692;HPRD:10574949;HPRD:14732692;LRdb:16597617;Lit-BM-17:10574949;Lit-BM-17:14732692;Lit-BM-17:8576175;Lit-BM-17:9045692;SIGNOR:22298955;connectomeDB2020:10574949;connectomeDB2020:14732692	18	Baccin2019:10574949;Baccin2019:14732692;CellTalkDB:16597617;Cellinker:10574949;Cellinker:14732692;Cellinker:25772309;DIP:22244757;DIP:9045692;HPRD:10574949;HPRD:14732692;LRdb:16597617;Lit-BM-17:10574949;Lit-BM-17:14732692;Lit-BM-17:8576175;Lit-BM-17:9045692;SIGNOR:22298955;connectomeDB2020:10574949;connectomeDB2020:14732692	17
FGF4-FGFR4	FGF4	FGFR4	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:114860338663044;CellTalkDB:16597617;Cellinker:11486033;Cellinker:25772309;Cellinker:8663044;HPMR:11486033;HPRD:8663044;LRdb:16597617;SIGNOR:1385111;connectomeDB2020:11486033;connectomeDB2020:8663044	11	Baccin2019:114860338663044;CellTalkDB:16597617;Cellinker:11486033;Cellinker:25772309;Cellinker:8663044;HPMR:11486033;HPRD:8663044;LRdb:16597617;SIGNOR:1385111;connectomeDB2020:11486033;connectomeDB2020:8663044	15
FGF2-FGFR4	FGF2	FGFR4	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:86630448530375;CellTalkDB:16597617;Cellinker:25772309;Cellinker:8530375;Cellinker:8663044;DIP:7680645;HPRD:8530375;LRdb:16597617;SIGNOR:1385111;connectomeDB2020:8530375;connectomeDB2020:8663044	11	Baccin2019:86630448530375;CellTalkDB:16597617;Cellinker:25772309;Cellinker:8530375;Cellinker:8663044;DIP:7680645;HPRD:8530375;LRdb:16597617;SIGNOR:1385111;connectomeDB2020:8530375;connectomeDB2020:8663044	16
FGF2-FGFR3	FGF2	FGFR3	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:866304410574949;CellTalkDB:16597617;Cellinker:10574949;Cellinker:25772309;Cellinker:8663044;DIP:9045692;HPMR:8663044;HPRD:10574949;LRdb:16597617;SIGNOR:15780951;SIGNOR:22298955;connectomeDB2020:10574949;connectomeDB2020:8663044	13	Baccin2019:866304410574949;CellTalkDB:16597617;Cellinker:10574949;Cellinker:25772309;Cellinker:8663044;DIP:9045692;HPMR:8663044;HPRD:10574949;LRdb:16597617;SIGNOR:15780951;SIGNOR:22298955;connectomeDB2020:10574949;connectomeDB2020:8663044	17
FGF5-FGFR1	FGF5	FGFR1	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;InnateDB-All_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:83868288386828;CellTalkDB:16597617;Cellinker:16597617;Cellinker:25772309;DIP:8386828;HPRD:8386828;LRdb:16597617;SIGNOR:8386828;connectomeDB2020:8386828	9	Baccin2019:83868288386828;CellTalkDB:16597617;Cellinker:16597617;Cellinker:25772309;DIP:8386828;HPRD:8386828;LRdb:16597617;SIGNOR:8386828;connectomeDB2020:8386828	16
FGF5-FGFR2	FGF5	FGFR2	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;IMEx_CellPhoneDB;InnateDB-All_CellPhoneDB;IntAct_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:838682811876253;CellTalkDB:16597617;Cellinker:11876253;Cellinker:16597617;Cellinker:25772309;Cellinker:8386828;HPRD:11876253;LRdb:16597617;SIGNOR:8386828;connectomeDB2020:11876253;connectomeDB2020:8386828	11	Baccin2019:838682811876253;CellTalkDB:16597617;Cellinker:11876253;Cellinker:16597617;Cellinker:25772309;Cellinker:8386828;HPRD:11876253;LRdb:16597617;SIGNOR:8386828;connectomeDB2020:11876253;connectomeDB2020:8386828	15
MIF-CXCR4	MIF	CXCR4	1	1	0	1	1	0	CellTalkDB;ICELLNET;SIGNOR;connectomeDB2020	CellTalkDB:19665027;ICELLNET:17435771;SIGNOR:17435771;connectomeDB2020:17435771	4	CellTalkDB:19665027;ICELLNET:17435771;SIGNOR:17435771;connectomeDB2020:17435771	4
GRN-TNFRSF1A	GRN	TNFRSF1A	1	0	1	1	0	1	CellPhoneDB;CellTalkDB;IMEx_CellPhoneDB;InnateDB-All_CellPhoneDB;IntAct;Lit-BM-17;MINT_CellPhoneDB;SIGNOR;connectomeDB2020	CellTalkDB:24070898;IntAct:24070898;Lit-BM-17:24070898;SIGNOR:21393509;connectomeDB2020:21393509	5	CellTalkDB:24070898;IntAct:24070898;Lit-BM-17:24070898;SIGNOR:21393509;connectomeDB2020:21393509	6
NTF4-NTRK1	NTF4	NTRK1	1	1	0	1	1	0	Baccin2019;CellCall;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:11114882;CellTalkDB:11114882;Cellinker:11114882;LRdb:11114882;SIGNOR:11114882;connectomeDB2020:11114882	6	Baccin2019:11114882;CellTalkDB:11114882;Cellinker:11114882;LRdb:11114882;SIGNOR:11114882;connectomeDB2020:11114882	13
NTF4-NTRK2	NTF4	NTRK2	1	1	0	1	1	0	AlzPathway;Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;IMEx_CellPhoneDB;InnateDB-All_CellPhoneDB;IntAct_CellPhoneDB;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	AlzPathway:9775403;Baccin2019:767991211855816;CellChatDB:27908981;CellTalkDB:7679912;Cellinker:11855816;Cellinker:27908981;Cellinker:7679912;HPRD:11855816;LRdb:119;LRdb:7679912;Lit-BM-17:11738045;Lit-BM-17:11855816;Lit-BM-17:25241761;SIGNOR:7679912;connectomeDB2020:11855816;connectomeDB2020:7679912	16	AlzPathway:9775403;Baccin2019:767991211855816;CellChatDB:27908981;CellTalkDB:7679912;Cellinker:11855816;Cellinker:27908981;Cellinker:7679912;HPRD:11855816;LRdb:119;LRdb:7679912;Lit-BM-17:11738045;Lit-BM-17:11855816;Lit-BM-17:25241761;SIGNOR:7679912;connectomeDB2020:11855816;connectomeDB2020:7679912	17
GDNF-GFRA2	GDNF	GFRA2	1	1	0	1	1	0	Baccin2019;CellTalkDB;Cellinker;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:91828039407096;CellTalkDB:9182803;Cellinker:9182803;Cellinker:9407096;HPRD:9407096;LRdb:9182803;LRdb:941;SIGNOR:9192898;connectomeDB2020:9182803;connectomeDB2020:9407096	10	Baccin2019:91828039407096;CellTalkDB:9182803;Cellinker:9182803;Cellinker:9407096;HPRD:9407096;LRdb:9182803;LRdb:941;SIGNOR:9192898;connectomeDB2020:9182803;connectomeDB2020:9407096	11
GDNF-GFRA1	GDNF	GFRA1	1	1	0	1	1	0	Baccin2019;CellTalkDB;Cellinker;DIP;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:14514671;Baccin2019:8674117;Baccin2019:9482105;CellTalkDB:14514671;Cellinker:11544105;Cellinker:14514671;Cellinker:8674117;Cellinker:9482105;DIP:20473317;HPMR:11106404;HPMR:14514671;HPRD:8674117;HPRD:9482105;LRdb:14514671;LRdb:8674117;LRdb:9482105;SIGNOR:9182803;connectomeDB2020:14514671;connectomeDB2020:8674117;connectomeDB2020:9482105	20	Baccin2019:14514671;Baccin2019:8674117;Baccin2019:9482105;CellTalkDB:14514671;Cellinker:11544105;Cellinker:14514671;Cellinker:8674117;Cellinker:9482105;DIP:20473317;HPMR:11106404;HPMR:14514671;HPRD:8674117;HPRD:9482105;LRdb:14514671;LRdb:8674117;LRdb:9482105;SIGNOR:9182803;connectomeDB2020:14514671;connectomeDB2020:8674117;connectomeDB2020:9482105	14
WNT5A-RYK	WNT5A	RYK	1	1	0	1	1	0	Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;SIGNOR;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:15598975;CellTalkDB:15598975;Cellinker:15598975;HPMR:15598975;LRdb:15598975;SIGNOR:22773843;connectomeDB2020:15598975	7	Baccin2019:15598975;CellTalkDB:15598975;Cellinker:15598975;HPMR:15598975;LRdb:15598975;SIGNOR:22773843;connectomeDB2020:15598975	12
WNT5A-FZD3	WNT5A	FZD3	1	1	0	1	1	0	CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;LRdb;NetPath;SIGNOR;Wang;connectomeDB2020	CellPhoneDB:24032637;CellTalkDB:24032637;Cellinker:24032637;LRdb:24032637;NetPath:17804197;SIGNOR:15578921;SIGNOR:16273260;SIGNOR:21903638;connectomeDB2020:24032637	9	CellPhoneDB:24032637;CellTalkDB:24032637;Cellinker:24032637;LRdb:24032637;NetPath:17804197;SIGNOR:15578921;SIGNOR:16273260;SIGNOR:21903638;connectomeDB2020:24032637	10
GDF5-BMPR1B	GDF5	BMPR1B	1	1	0	1	1	0	Baccin2019;CellCall;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:11282024;Baccin2019:15569154;Baccin2019:8702914;CellTalkDB:11282024;HPMR:15569154;HPRD:11282024;IntAct:16127465;IntAct:19229295;LRdb:11282024;LRdb:15569154;LRdb:8702914;Lit-BM-17:19229295;Lit-BM-17:9525338;SIGNOR:15890363;connectomeDB2020:11282024;connectomeDB2020:15569154;connectomeDB2020:8702914	17	Baccin2019:11282024;Baccin2019:15569154;Baccin2019:8702914;CellTalkDB:11282024;HPMR:15569154;HPRD:11282024;IntAct:16127465;IntAct:19229295;LRdb:11282024;LRdb:15569154;LRdb:8702914;Lit-BM-17:19229295;Lit-BM-17:9525338;SIGNOR:15890363;connectomeDB2020:11282024;connectomeDB2020:15569154;connectomeDB2020:8702914	15
WNT3-FZD3	WNT3	FZD3	1	1	0	1	1	0	SIGNOR;Wang	SIGNOR:15578921	1	SIGNOR:15578921	2
WNT3A-FZD2	WNT3A	FZD2	1	1	0	1	1	0	Baccin2019;CellCall;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;InnateDB-All_CellPhoneDB;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	CellTalkDB:18215320;LRdb:18215320;NetPath:19910923;Ramilowski2015:18215320;SIGNOR:19910923;connectomeDB2020:18215320;connectomeDB2020:19910923;talklr:18215320	8	CellTalkDB:18215320;LRdb:18215320;NetPath:19910923;Ramilowski2015:18215320;SIGNOR:19910923;connectomeDB2020:18215320;connectomeDB2020:19910923;talklr:18215320	13
WNT3A-FZD3	WNT3A	FZD3	1	1	0	1	1	0	CellCall;CellTalkDB;SIGNOR;Wang	CellTalkDB:18212053;SIGNOR:10601008;SIGNOR:21078818	3	CellTalkDB:18212053;SIGNOR:10601008;SIGNOR:21078818	4
WNT3A-FZD1	WNT3A	FZD1	1	1	0	1	1	0	Baccin2019;CancerCellMap;CellCall;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;InnateDB-All_CellPhoneDB;LRdb;MPPI;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:10557084;CancerCellMap:10557084;CellTalkDB:10557084;HPRD:10557084;LRdb:10557084;MPPI:10557084;NetPath:10557084;SIGNOR:10601008;SIGNOR:21078818;connectomeDB2020:10557084	10	Baccin2019:10557084;CancerCellMap:10557084;CellTalkDB:10557084;HPRD:10557084;LRdb:10557084;MPPI:10557084;NetPath:10557084;SIGNOR:10601008;SIGNOR:21078818;connectomeDB2020:10557084	16
WNT7B-FZD3	WNT7B	FZD3	1	1	0	1	1	0	SIGNOR;Wang	SIGNOR:15578921	1	SIGNOR:15578921	2
WNT7B-FZD10	WNT7B	FZD10	1	1	0	1	1	0	Baccin2019;CellCall;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:15923619;CellPhoneDB:24032637;HPMR:15923619;LRdb:15923619;NetPath:15923619;SIGNOR:15923619;connectomeDB2020:15923619	7	Baccin2019:15923619;CellPhoneDB:24032637;HPMR:15923619;LRdb:15923619;NetPath:15923619;SIGNOR:15923619;connectomeDB2020:15923619	14
WNT7B-FZD1	WNT7B	FZD1	1	1	0	1	1	0	Baccin2019;CellCall;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:15923619;CellPhoneDB:24032637;CellTalkDB:15923619;LRdb:15923619;NetPath:15923619;SIGNOR:15923619;connectomeDB2020:15923619	7	Baccin2019:15923619;CellPhoneDB:24032637;CellTalkDB:15923619;LRdb:15923619;NetPath:15923619;SIGNOR:15923619;connectomeDB2020:15923619	13
NXPH1-NRXN3	NXPH1	NRXN3	1	1	0	1	1	0	Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:9856994;Cellinker:9856994;HPMR:9856994;LRdb:9856994;SIGNOR:9856994;connectomeDB2020:9856994	6	Baccin2019:9856994;Cellinker:9856994;HPMR:9856994;LRdb:9856994;SIGNOR:9856994;connectomeDB2020:9856994	12
DLK1-NOTCH1	DLK1	NOTCH1	1	0	1	1	0	1	Baccin2019;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;connectomeDB2020;iTALK;talklr	Baccin2019:26791579;CellChatDB:22353464;CellPhoneDB:22353464;CellTalkDB:22353464;Cellinker:21419176;Cellinker:22353464;LRdb:22353464;Ramilowski2015:21419176;SIGNOR:21419176;connectomeDB2020:21419176;talklr:21419176	11	Baccin2019:26791579;CellChatDB:22353464;CellPhoneDB:22353464;CellTalkDB:22353464;Cellinker:21419176;Cellinker:22353464;LRdb:22353464;Ramilowski2015:21419176;SIGNOR:21419176;connectomeDB2020:21419176;talklr:21419176	12
SEMA3B-NRP1	SEMA3B	NRP1	1	1	0	1	1	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:10196540;Baccin2019:10196546;CellTalkDB:10196546;HPRD:10196546;LRdb:10196546;SIGNOR:25335892;connectomeDB2020:10196546	7	Baccin2019:10196540;Baccin2019:10196546;CellTalkDB:10196546;HPRD:10196546;LRdb:10196546;SIGNOR:25335892;connectomeDB2020:10196546	11
SEMA3B-NRP2	SEMA3B	NRP2	1	1	0	1	1	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;connectomeDB2020;iTALK;talklr	Baccin2019:10196546;CellTalkDB:10196546;HPRD:10196546;LRdb:10196546;SIGNOR:25335892;connectomeDB2020:10196546	6	Baccin2019:10196546;CellTalkDB:10196546;HPRD:10196546;LRdb:10196546;SIGNOR:25335892;connectomeDB2020:10196546	10
SEMA3B-PLXNA2	SEMA3B	PLXNA2	1	1	0	1	1	0	SIGNOR	SIGNOR:25335892	1	SIGNOR:25335892	1
SEMA3B-PLXNA4	SEMA3B	PLXNA4	1	1	0	1	1	0	SIGNOR	SIGNOR:25335892	1	SIGNOR:25335892	1
SEMA3F-NRP2	SEMA3F	NRP2	1	1	0	1	1	0	Baccin2019;CellPhoneDB;CellTalkDB;ELM;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:15721238;Baccin2019:9883722;CellTalkDB:15721238;ELM:20387901;HPMR:15721238;HPRD:9883722;ICELLNET:25068647;ICELLNET:29067024;LRdb:15721238;LRdb:99;SIGNOR:16816121;connectomeDB2020:15721238;connectomeDB2020:9883722	13	Baccin2019:15721238;Baccin2019:9883722;CellTalkDB:15721238;ELM:20387901;HPMR:15721238;HPRD:9883722;ICELLNET:25068647;ICELLNET:29067024;LRdb:15721238;LRdb:99;SIGNOR:16816121;connectomeDB2020:15721238;connectomeDB2020:9883722	15
SEMA3A-PLXNA2	SEMA3A	PLXNA2	1	1	0	1	1	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	CellTalkDB:10934324;LRdb:10934324;SIGNOR:10679438	3	CellTalkDB:10934324;LRdb:10934324;SIGNOR:10679438	10
SEMA3A-PLXNA4	SEMA3A	PLXNA4	1	1	0	1	1	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:15721238;CellTalkDB:15721238;HPMR:15721238;HPMR:15814794;LRdb:15721238;SIGNOR:25335892;connectomeDB2020:15721238	7	Baccin2019:15721238;CellTalkDB:15721238;HPMR:15721238;HPMR:15814794;LRdb:15721238;SIGNOR:25335892;connectomeDB2020:15721238	11
SEMA3A-PLXNA1	SEMA3A	PLXNA1	1	1	0	1	1	0	Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:10520994;CellTalkDB:10520994;HPMR:10520994;HPMR:15121181;LRdb:10520994;SIGNOR:25335892;connectomeDB2020:10520994	7	Baccin2019:10520994;CellTalkDB:10520994;HPMR:10520994;HPMR:15121181;LRdb:10520994;SIGNOR:25335892;connectomeDB2020:10520994	11
ANGPT1-TIE1	ANGPT1	TIE1	1	1	0	1	1	0	Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:11172728;CellTalkDB:11172728;Cellinker:11172728;HPMR:11172728;LRdb:11172728;SIGNOR:11172728;connectomeDB2020:11172728	7	Baccin2019:11172728;CellTalkDB:11172728;Cellinker:11172728;HPMR:11172728;LRdb:11172728;SIGNOR:11172728;connectomeDB2020:11172728	12
ADIPOQ-ADIPOR2	ADIPOQ	ADIPOR2	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:12802330;Baccin2019:12802337;CellChatDB:21284979;CellTalkDB:12802337;Cellinker:12802337;Cellinker:21284979;HPRD:12802337;LRdb:12802337;SIGNOR:12802337;SIGNOR:16622416;connectomeDB2020:12802337	11	Baccin2019:12802330;Baccin2019:12802337;CellChatDB:21284979;CellTalkDB:12802337;Cellinker:12802337;Cellinker:21284979;HPRD:12802337;LRdb:12802337;SIGNOR:12802337;SIGNOR:16622416;connectomeDB2020:12802337	15
ADIPOQ-ADIPOR1	ADIPOQ	ADIPOR1	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:12802337;CellChatDB:21284979;CellTalkDB:12802337;Cellinker:12802337;Cellinker:21284979;HPMR:12802337;LRdb:12802337;SIGNOR:16622416;connectomeDB2020:12802337	9	Baccin2019:12802337;CellChatDB:21284979;CellTalkDB:12802337;Cellinker:12802337;Cellinker:21284979;HPMR:12802337;LRdb:12802337;SIGNOR:16622416;connectomeDB2020:12802337	15
CCL11-ACKR1	CCL11	ACKR1	1	0	0	0	0	0	CellChatDB;CellTalkDB;Cellinker;ICELLNET;LRdb	CellChatDB:26740381;CellTalkDB:10699158;Cellinker:26740381;Cellinker:29637711;ICELLNET:22633458;LRdb:10699158	6	CellChatDB:26740381;CellTalkDB:10699158;Cellinker:26740381;Cellinker:29637711;ICELLNET:22633458;LRdb:10699158	5
CCL11-ACKR2	CCL11	ACKR2	1	0	0	0	0	0	CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	CellChatDB:26740381;CellPhoneDB:24218476;CellTalkDB:10699158;Cellinker:26740381;Cellinker:9405404;HPRD:9405404;ICELLNET:22633458;InnateDB:9405404;LRdb:10699158;connectomeDB2020:9405404	10	CellChatDB:26740381;CellPhoneDB:24218476;CellTalkDB:10699158;Cellinker:26740381;Cellinker:9405404;HPRD:9405404;ICELLNET:22633458;InnateDB:9405404;LRdb:10699158;connectomeDB2020:9405404	13
CCL13-ACKR1	CCL13	ACKR1	1	0	0	0	0	0	Baccin2019;CellChatDB;CellTalkDB;Cellinker;ICELLNET;LRdb	Baccin2019:24890717;CellChatDB:26740381;CellTalkDB:10699158;Cellinker:26740381;Cellinker:29637711;ICELLNET:22633458;LRdb:10699158	7	Baccin2019:24890717;CellChatDB:26740381;CellTalkDB:10699158;Cellinker:26740381;Cellinker:29637711;ICELLNET:22633458;LRdb:10699158	6
CCL13-ACKR2	CCL13	ACKR2	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr	Baccin2019:24890717;CellChatDB:26740381;CellPhoneDB:24218476;Cellinker:26740381;Cellinker:9405404;HPRD:9405404;ICELLNET:22633458;InnateDB:9405404;LRdb:10699158;connectomeDB2020:9405404	10	Baccin2019:24890717;CellChatDB:26740381;CellPhoneDB:24218476;Cellinker:26740381;Cellinker:9405404;HPRD:9405404;ICELLNET:22633458;InnateDB:9405404;LRdb:10699158;connectomeDB2020:9405404	14
