uniprot	genesymbol	consensus_score	generic_categories	all_categories	receptor_uniprot	receptor_symbol	receptor_references
Q92520	FAM3C	4	ligand	extracellular, intracellular, ligand, secreted	O15529, O15552, P10321, P11279, P23416, P42702, P43628, Q15116, Q8IZF4, Q9UHP7	ADGRG5, CLEC2D, FFAR2, GLRA2, GPR42, HLA-C, KIR2DL3, LAMP1, LIFR, PDCD1	GLRA2 [CellTalkDB:32103204], LAMP1 [CellTalkDB:32103204], LIFR [connectomeDB2020:30692635], FFAR2 [NA], CLEC2D [NA], KIR2DL3 [NA], HLA-C [NA], GPR42 [NA], ADGRG5 [NA], PDCD1 [NA]
P04808	RLN1	14	ligand	ligand, secreted	Q8TDU9, Q8WXD0, Q9HBX9, Q9NSD7	RXFP1, RXFP2, RXFP3, RXFP4	RXFP1 [CellTalkDB:11809971;Cellinker:11809971;Cellinker:16411781;Cellinker:25761609;Guide2Pharma:16411781;HPRD:11809971;LRdb:11809971;LRdb:16;connectomeDB2020:11809971;connectomeDB2020:16411781;scConnect:16411781], RXFP2 [CellTalkDB:11809971;Cellinker:11809971;Cellinker:16411781;Guide2Pharma:16411781;LRdb:11809971;LRdb:16;connectomeDB2020:11809971;connectomeDB2020:16411781;scConnect:16411781], RXFP3 [NA], RXFP4 [NA]
Q7Z7M0	MEGF8	1	ligand, receptor	cell_surface, intracellular, ligand, plasma_membrane_transmembrane, receptor, secreted, transmembrane, transmembrane_predicted	NA	NA	NA
P55075	FGF8	18	ligand	extracellular, intracellular, ligand, secreted	P11362, P21802, P22455, P22607, Q8N441	FGFR1, FGFR2, FGFR3, FGFR4, FGFRL1	FGFR2 [Baccin2019:10751172;Baccin2019:8663044;CellTalkDB:16597617;Cellinker:10751172;Cellinker:25772309;Cellinker:8663044;HPRD:10751172;HPRD:8663044;LRdb:16597617;SignaLink3:23331499;SignaLink3:8663044;connectomeDB2020:10751172;connectomeDB2020:8663044], FGFRL1 [CellTalkDB:23112089;connectomeDB2020:19920134], FGFR1 [Baccin2019:829025710574949;CellTalkDB:16597617;Cellinker:25772309;DIP:22244757;HPRD:10574949;LRdb:16597617;connectomeDB2020:10574949;connectomeDB2020:8290257], FGFR3 [Baccin2019:10574949;Baccin2019:11486033;Baccin2019:8663044;CellTalkDB:16597617;Cellinker:10574949;Cellinker:11486033;Cellinker:16597617;Cellinker:25772309;Cellinker:8663044;DIP:22244757;HPRD:10574949;LRdb:16597617;connectomeDB2020:10574949;connectomeDB2020:11486033;connectomeDB2020:8663044], FGFR4 [Baccin2019:1148603310736560;CellTalkDB:16597617;Cellinker:10736564;Cellinker:11486033;Cellinker:25772309;HPRD:10736564;LRdb:16597617;connectomeDB2020:10736564;connectomeDB2020:11486033]
P01344	IGF2	18	ligand	extracellular, intracellular, ligand, secreted	P06213, P08069, P08833, P11717, Q8TDT2	GPR152, IGF1R, IGF2R, IGFBP1, INSR, ITGA6_ITGB4, ITGAV_ITGB3	IGF2R [Baccin2019:2964083;Baccin2019:7797478;Baccin2019:9722981;CellChatDB:14604834;CellTalkDB:2964083;Cellinker:14604834;Cellinker:2964083;Cellinker:7797478;Cellinker:9722981;DIP:11502794;DIP:17850746;DOMINO:18046459;HPMR:2852162;HPMR:2964083;HPRD:7797478;HPRD:9722981;LRdb:2964083;LRdb:7797478;LRdb:9722981;Lit-BM-17:11502794;Lit-BM-17:17850746;Lit-BM-17:18046459;SIGNOR:11867533;SPIKE:18046459;SPIKE:20980691;connectomeDB2020:2964083;connectomeDB2020:7797478;connectomeDB2020:9722981], IGF1R [Baccin2019:9972281;CellChatDB:14604834;CellPhoneDB:27102148;CellTalkDB:9972281;Cellinker:14604834;Cellinker:9972281;HPRD:9972281;LRdb:9972281;SIGNOR:22810696;SPIKE:20980691;SignaLink3:11867533;SignaLink3:23331499;connectomeDB2020:9972281], INSR [Baccin2019:9281335;Baccin2019:9722981;CellTalkDB:9281335;Cellinker:9281335;Cellinker:9722981;HPRD:9722981;LRdb:9281335;LRdb:972;SIGNOR:9281335;connectomeDB2020:9281335;connectomeDB2020:9722981], GPR152 [NA], IGFBP1 [BioGRID:10810289;DIP:22578544;HPRD:10810289]
Q9Y581	INSL6	3	ligand	extracellular, ligand, secreted	NA	NA	NA
Q9NZK5	ADA2	2	ligand	extracellular, intracellular, ligand, secreted	NA	NA	NA
P29377	S100G	1	ligand	intracellular, ligand, secreted	NA	NA	NA
O14786	NRP1	2	adhesion, ligand, receptor	adhesion, cell_adhesion, cell_surface, extracellular, intracellular, ligand, ligand_regulator, plasma_membrane, plasma_membrane_transmembrane, receptor, receptor_regulator, secreted, transmembrane	P09619, P16234, P35968, Q9UIW2	KDR, PDGFRA, PDGFRB, PLXNA1	PDGFRA [Cellinker:25744030], PDGFRB [Cellinker:25744030], KDR [BioGRID:11948691;BioGRID:19857463;BioGRID:26037503;HPRD:11333271;HPRD:16763549;HPRD:17222790], PLXNA1 [HPRD:10520994]
Q99075	HBEGF	18	adhesion, cell_surface_ligand, ligand	adhesion, cell_adhesion, cell_surface, cell_surface_ligand, extracellular, intracellular, ligand, plasma_membrane, plasma_membrane_transmembrane, secreted, transmembrane, transmembrane_predicted	P00533, P04626, P16070, P16471, P21926, P27701, Q15303, Q16653	CD44, CD82, CD9, EGFR, EGFR_ERBB2, ERBB2, ERBB2_ERBB4, ERBB4, MOG, PRLR	EGFR [Baccin2019:12725245;BioGRID:12725245;CellTalkDB:12725245;HPRD:12725245;ICELLNET:12097488;ICELLNET:12621152;IntAct:28988771;IntAct:9135143;LRdb:12725245;ProtMapper:19531065;ProtMapper:22529914;ProtMapper:23888518;ProtMapper:28943431;ProtMapper:29274275;ProtMapper:30071291;SIGNOR:14967450;SignaLink3:10209155;SignaLink3:23331499;connectomeDB2020:12725245], ERBB4 [Baccin2019:1840698;Baccin2019:9135143;CellTalkDB:1840698;HPRD:9135143;ICELLNET:12621152;LRdb:1840698;LRdb:914;SIGNOR:10209155;SIGNOR:9135143;SignaLink3:10209155;SignaLink3:23331499;connectomeDB2020:1840698;connectomeDB2020:9135143], CD44 [Baccin2019:7532176;BioGRID:7532176;CellTalkDB:7532176;Cellinker:7532176;HPRD:7532176;LRdb:7532176;connectomeDB2020:7532176], CD9 [Cellinker:11735113;Cellinker:11846885;Cellinker:1939101;Cellinker:8194524;HPRD:11735113;HPRD:11846885;HPRD:1939101;HPRD:8194524;LRdb:11735113;LRdb:11846885;LRdb:1939101;LRdb:8194524;connectomeDB2020:11735113;connectomeDB2020:11846885;connectomeDB2020:1939101;connectomeDB2020:8194524], PRLR [CellTalkDB:32196115], ERBB2 [CellTalkDB:12958167;LRdb:12958167;Ramilowski2015:12958167;connectomeDB2020:12958167;talklr:12958167], CD82 [CellTalkDB:10749879;Cellinker:10749879;HPRD:10749879;LRdb:10749879;connectomeDB2020:10749879], MOG [Cellinker:32589946]
P01579	IFNG	17	ligand	extracellular, intracellular, ligand, secreted, transmembrane	P01375, P15260, P28062, P28065, P38484, P40238, P40306, Q06323, Q9UL46	IFNG_IFNGR1, IFNGR1, IFNGR1_IFNGR2, IFNGR2, MPL, PSMB10, PSMB8, PSMB9, PSME1, PSME2, TNF	IFNGR1 [Baccin2019:10811850;Baccin2019:10986460;Baccin2019:11250200;Baccin2019:12165521;BioGRID:10986460;CellTalkDB:10811850;DIP:10860730;DIP:7617032;HPMR:10811850;HPMR:12438563;HPRD:10986460;HPRD:11250200;HPRD:12165521;InnateDB:10986460;InnateDB:7673114;IntAct:11250200;IntAct:7617032;LRdb:10811850;LRdb:10986460;LRdb:11250200;LRdb:12165521;Lit-BM-17:10860730;Lit-BM-17:10986460;Lit-BM-17:11250200;Lit-BM-17:7617032;Lit-BM-17:7673114;Macrophage:7617032;SIGNOR:10986460;SIGNOR:12438563;SIGNOR:23898330;SPIKE:16110316;SignaLink3:10986460;SignaLink3:11250200;SignaLink3:12165521;SignaLink3:12438563;SignaLink3:12915721;SignaLink3:1396683;SignaLink3:15143187;SignaLink3:15530433;SignaLink3:16237089;SignaLink3:16467876;SignaLink3:18591661;SignaLink3:18988627;SignaLink3:20304997;SignaLink3:23331499;SignaLink3:29145629;SignaLink3:7510216;SignaLink3:7514165;SignaLink3:7615558;SignaLink3:7617032;SignaLink3:7673114;SignaLink3:8550631;SignaLink3:8631301;SignaLink3:9111318;connectomeDB2020:10811850;connectomeDB2020:10986460;connectomeDB2020:11250200;connectomeDB2020:12165521], IFNGR2 [CellTalkDB:10811850;HPMR:10811850;HPMR:12438563;HPRD:7673114;InnateDB:7673114;LRdb:10811850;LRdb:77;SIGNOR:7673114;SignaLink3:10986460;SignaLink3:12438563;SignaLink3:12915721;SignaLink3:1396683;SignaLink3:15143187;SignaLink3:15530433;SignaLink3:16237089;SignaLink3:16467876;SignaLink3:18591661;SignaLink3:18988627;SignaLink3:20304997;SignaLink3:23331499;SignaLink3:29145629;SignaLink3:7510216;SignaLink3:7514165;SignaLink3:7615558;SignaLink3:7617032;SignaLink3:7673114;SignaLink3:8550631;SignaLink3:8631301;SignaLink3:9111318;connectomeDB2020:10811850;connectomeDB2020:7673114], PSME1 [Macrophage:8051173], PSME2 [Macrophage:8051173], PSMB8 [Macrophage:8811196], PSMB9 [Macrophage:8811196], PSMB10 [Macrophage:8811196], MPL [Cellinker:30803992], TNF [HPRD:3139842]
P48551	IFNAR2	1	adhesion, ligand, receptor	adhesion, cell_adhesion, cell_surface, extracellular, intracellular, ligand, plasma_membrane, plasma_membrane_transmembrane, receptor, secreted, transmembrane, transmembrane_predicted	P21860, P23458, P29597, P42224, P52630, Q00978	ERBB3, IRF9, JAK1, STAT1, STAT2, TYK2	JAK1 [HPRD:12133952;InnateDB:12133952;Macrophage:9334213;SignaLink3:12133952;SignaLink3:18988627;SignaLink3:23180781;SignaLink3:23331499;SignaLink3:7988557], TYK2 [HPRD:12960323;SignaLink3:12040185;SignaLink3:12960323;SignaLink3:18988627;SignaLink3:23331499], IRF9 [InnateDB:17923090;InnateDB:18456457;IntAct:17923090;Lit-BM-17:17923090], ERBB3 [Cellinker:14647452], STAT2 [HPRD:11786546;HPRD:9121453;InnateDB:11786546;InnateDB:12220192;InnateDB:18456457;InnateDB:9121453;IntAct:17923090;IntAct:9121453], STAT1 [HPRD:11301323;InnateDB:9121453]
Q8N6Q3	CD177	1	adhesion, cell_surface_ligand, ligand, receptor	adhesion, cell_adhesion, cell_surface, cell_surface_ligand, intracellular, ligand, plasma_membrane, receptor, receptor_regulator, secreted, transmembrane	P16284	PECAM1	PECAM1 [Cellinker:17580308;LRdb:17580308;connectomeDB2020:17580308]
Q6ZMJ4	IL34	17	ligand	extracellular, ligand, secreted	P07333, P23471	CSF1R, PTPRZ1	CSF1R [Baccin2019:30205037;CellTalkDB:22729249;Cellinker:31616414;DIP:22483114;DIP:23478061;ICELLNET:26095744;IntAct:22483114;IntAct:23478061;LRdb:22729249;ProtMapper:29796177;Ramilowski2015:22729249;SIGNOR:24890514;connectomeDB2020:22729249;scConnect:18467591;talklr:22729249], PTPRZ1 [connectomeDB2020:23744080]
P20382	PMCH	14	ligand	extracellular, intracellular, ligand, secreted	P08913, P48039, Q12866, Q14831, Q969V1, Q99705	ADRA2A, GRM7, MCHR1, MCHR2, MERTK, MTNR1A	MCHR1 [Baccin2019:10421367;Baccin2019:10421368;Baccin2019:11375253;Baccin2019:11478907;Baccin2019:11839762;CellTalkDB:10421368;Cellinker:10421367;Cellinker:10421368;Cellinker:11375253;Cellinker:11478907;Cellinker:11839762;Guide2Pharma:10421367;Guide2Pharma:11375253;HPMR:10421367;HPMR:10421368;HPRD:11478907;HPRD:11839762;LRdb:10421367;LRdb:10421368;LRdb:11375253;LRdb:11478907;LRdb:11839762;SIGNOR:10421367;connectomeDB2020:10421367;connectomeDB2020:10421368;connectomeDB2020:11375253;connectomeDB2020:11478907;connectomeDB2020:11839762;scConnect:10421367;scConnect:11375253], MCHR2 [CellTalkDB:11416225;Cellinker:10471841;Cellinker:11274220;Cellinker:11404457;Cellinker:11416225;Cellinker:11478907;Cellinker:11839762;Guide2Pharma:11404457;HPMR:10471841;HPRD:11274220;HPRD:11404457;HPRD:11416225;HPRD:11478907;HPRD:11839762;LRdb:10471841;LRdb:11274220;LRdb:11404457;LRdb:11416225;LRdb:11478907;LRdb:11839762;SIGNOR:10471841;connectomeDB2020:10471841;connectomeDB2020:11274220;connectomeDB2020:11404457;connectomeDB2020:11416225;connectomeDB2020:11478907;connectomeDB2020:11839762;scConnect:11404457], GRM7 [CellTalkDB:32196115], ADRA2A [CellTalkDB:32196115], MTNR1A [CellTalkDB:32196115], MERTK [CellChatDB:30501104;Cellinker:30501104]
Q9BU40	CHRDL1	2	ligand	intracellular, ligand, secreted	NA	NA	NA
P21741	MDK	15	ligand	extracellular, intracellular, ligand, secreted	O60635, O75056, P05107, P05556, P13612, P18827, P19338, P23229, P23467, P23471, P31431, P34741, P98164, Q04721, Q07954, Q8N158, Q92673, Q9UM73	ALK, GPC2, ITGA4, ITGA4_ITGB1, ITGA6, ITGA6_ITGB1, ITGB1, ITGB2, LRP1, LRP2, NCL, NOTCH2, PTPRB, PTPRZ1, SDC1, SDC2, SDC3, SDC4, SORL1, TSPAN1	NOTCH2 [SIGNOR:18469519;SignaLink3:18469519;SignaLink3:23331499;connectomeDB2020:18469519], ALK [Baccin2019:1212200912122000;CellChatDB:19459784;CellTalkDB:12122009;Cellinker:19459784;HPMR:12122009;HPRD:12122009;LRdb:12122009;SignaLink3:12122009;SignaLink3:23331499;connectomeDB2020:12122009], ITGA6 [CellTalkDB:32196115;connectomeDB2020:15466886], LRP1 [Baccin2019:10772929;CellChatDB:28356350;Cellinker:10772929;Cellinker:28356350;HPRD:10772929;LRdb:10772929;connectomeDB2020:10772929], SORL1 [CellTalkDB:32103204], LRP2 [Baccin2019:10772929;CellTalkDB:10772929;Cellinker:10772929;HPRD:10772929;LRdb:10772929], GPC2 [CellTalkDB:32196115], SDC3 [Baccin2019:9089390;CellTalkDB:9089390;HPRD:9089390;LRdb:9089390;connectomeDB2020:9089390], TSPAN1 [Baccin2019:18851943;CellTalkDB:18851943;Cellinker:18851943;HPRD:18851943;LRdb:18851943;connectomeDB2020:18851943], SDC4 [Baccin2019:8621465;CellChatDB:28356350;CellTalkDB:8621465;Cellinker:28356350;Cellinker:8621465;HPRD:8621465;LRdb:8621465;connectomeDB2020:8621465], SDC1 [Baccin2019:9089390;CellChatDB:28356350;CellTalkDB:9089390;Cellinker:28356350;Cellinker:9089390;HPRD:9089390;LRdb:9089390;connectomeDB2020:9089390], PTPRZ1 [Baccin2019:10212223;CellChatDB:28356350;CellPhoneDB:10212223;CellTalkDB:10212223;Cellinker:10212223;Cellinker:28356350;HPRD:10212223;LRdb:10212223;connectomeDB2020:10212223], ITGB1 [CellTalkDB:32196115;connectomeDB2020:15466886], ITGA4 [CellTalkDB:32196115;connectomeDB2020:15466886], SDC2 [CellChatDB:28356350;Cellinker:28356350], NCL [CellChatDB:28356350;Cellinker:28356350;HPRD:12147681], PTPRB [NA], ITGB2 [Baccin2019:24458438]
O43557	TNFSF14	18	adhesion, cell_surface_ligand, ligand	adhesion, cell_adhesion, cell_surface, cell_surface_ligand, extracellular, intracellular, ligand, plasma_membrane, secreted, transmembrane, transmembrane_predicted	O95407, P36941, Q92956	LTBR, TNFRSF14, TNFRSF6B	LTBR [Baccin2019:10318773;Baccin2019:10799510;Baccin2019:9462508;CellTalkDB:10318773;Cellinker:10318773;Cellinker:10799510;Cellinker:9462508;HPMR:10799510;HPRD:10318773;HPRD:10799510;HPRD:9462508;ICELLNET:11239407;InnateDB:12571250;LRdb:10318773;LRdb:10799510;LRdb:9462508;Lit-BM-17:12571250;Lit-BM-17:26977880;SPIKE:9739048;connectomeDB2020:10318773;connectomeDB2020:10799510;connectomeDB2020:9462508], TNFRSF14 [Baccin2019:10894944;Baccin2019:11390428;Baccin2019:9462508;CellTalkDB:10894944;Cellinker:10894944;Cellinker:11390428;Cellinker:9462508;HPMR:10894944;HPRD:11390428;HPRD:9462508;ICELLNET:11239407;InnateDB:11164894;IntAct:10318773;IntAct:26977880;IntAct:9462508;LRdb:10894944;LRdb:11390428;LRdb:9462508;Lit-BM-17:10318773;Lit-BM-17:11390428;Lit-BM-17:26977880;Lit-BM-17:9462508;SIGNOR:10894944;connectomeDB2020:10894944;connectomeDB2020:11390428;connectomeDB2020:9462508], TNFRSF6B [CellTalkDB:11994433;Cellinker:11994433;HPMR:14697332;HPRD:11994433;ICELLNET:11239407;IntAct:21300286;IntAct:25087510;LRdb:11994433;connectomeDB2020:11994433]
Q969E3	UCN3	14	ligand	intracellular, ligand, secreted	P34998, Q08334, Q13324	CRHR1, CRHR2, IL10RB	CRHR2 [Baccin2019:11329063;Baccin2019:11416224;Baccin2019:15450949;CellTalkDB:11329063;Cellinker:11329063;Cellinker:11416224;Cellinker:15450949;Guide2Pharma:15450949;HPRD:11329063;HPRD:11416224;LRdb:11329063;LRdb:11416224;LRdb:15450949;connectomeDB2020:11329063;connectomeDB2020:11416224;connectomeDB2020:15450949;scConnect:15450949], CRHR1 [Baccin2019:11416224;CellTalkDB:11416224;Cellinker:11416224;HPRD:11416224;LRdb:11416224;connectomeDB2020:11416224], IL10RB [CellTalkDB:11416224;Cellinker:11416224;HPRD:11416224;LRdb:11416224;connectomeDB2020:11416224]
O60383	GDF9	17	ligand	extracellular, ligand, secreted	O00238, P27037, P36894, P36896, P36897, Q13705, Q13873, Q8NER5, Q96SN7, Q9H0Q3	ACVR1B, ACVR1B_BMPR2, ACVR1C, ACVR2A, ACVR2B, BMPR1A, BMPR1B, BMPR2, BMPR2_TGFBR1, FXYD6, ORAI2, TGFBR1	BMPR1B [Baccin2019:12135884;CellTalkDB:12135884;Cellinker:12135884;HPRD:12135884;LRdb:12135884;connectomeDB2020:12135884], ACVR2A [Baccin2019:12135884;CellTalkDB:12135884;Cellinker:12135884;HPRD:12135884;LRdb:12135884;connectomeDB2020:12135884], BMPR1A [Baccin2019:10712517;Baccin2019:12135884;CellTalkDB:12135884;Cellinker:10712517;Cellinker:12135884;HPRD:10712517;HPRD:12135884;LRdb:11;LRdb:12135884;connectomeDB2020:12135884], ACVR1B [NA], TGFBR1 [Baccin2019:14684852;CellTalkDB:14514671;Cellinker:14684852;Cellinker:27252362;LRdb:14684852;connectomeDB2020:14684852], ACVR2B [NA], BMPR2 [Baccin2019:1213588412135880;CellTalkDB:12135884;HPRD:12135884;LRdb:12135884;connectomeDB2020:12135884], ACVR1C [NA], FXYD6 [Baccin2019:16169070;Cellinker:16169070;HPRD:16169070;LRdb:16169070], ORAI2 [Baccin2019:16169070;Cellinker:16169070;HPRD:16169070;LRdb:16169070]
Q9H1U4	MEGF9	1	ecm, ligand	cell_surface, ecm, ligand, plasma_membrane_transmembrane, secreted, transmembrane, transmembrane_predicted	NA	NA	NA
P12273	PIP	8	ligand	extracellular, intracellular, ligand, secreted	P01730, P55064, Q9Y639	AQP5, CD4, NPTN	AQP5 [CellTalkDB:18696337], CD4 [Baccin2019:10820003;CellTalkDB:10820003;Cellinker:10820003;HPRD:10820003;InnateDB:10820003;LRdb:10820003;connectomeDB2020:10820003], NPTN [CellTalkDB:32196115]
Q13519	PNOC	12	ligand	extracellular, intracellular, ligand, secreted	P08913, P41146, P48039, Q14831	ADRA2A, GRM7, MTNR1A, OPRL1	OPRL1 [Baccin2019:10369464;Baccin2019:10692489;Baccin2019:11097863;Baccin2019:12070757;Baccin2019:12967935;Baccin2019:22827708;Baccin2019:7481766;Baccin2019:8849681;BioGRID:10692489;BioGRID:11097863;CellTalkDB:12967935;Cellinker:10369464;Cellinker:10692489;Cellinker:11097863;Cellinker:12070757;Cellinker:12967935;Cellinker:22827708;Cellinker:7481766;Cellinker:8849681;Guide2Pharma:10369464;Guide2Pharma:12070757;Guide2Pharma:9413015;HPMR:7481766;HPRD:10692489;HPRD:11097863;LRdb:10369464;LRdb:10692489;LRdb:11097863;LRdb:12070757;LRdb:12967935;LRdb:22827708;LRdb:7481766;LRdb:8849681;Lit-BM-17:10692489;Lit-BM-17:11097863;Lit-BM-17:23597562;connectomeDB2020:10369464;connectomeDB2020:10692489;connectomeDB2020:11097863;connectomeDB2020:12070757;connectomeDB2020:12967935;connectomeDB2020:22827708;connectomeDB2020:7481766;connectomeDB2020:8849681;scConnect:10369464;scConnect:12070757;scConnect:9353393;scConnect:9413015], GRM7 [CellTalkDB:32196115], MTNR1A [CellTalkDB:32196115], ADRA2A [CellTalkDB:32196115]
P60903	S100A10	3	ligand	extracellular, intracellular, ligand, secreted, transmembrane, transmembrane_predicted	P13569, P28222, P47712, Q9H1D0, Q9NQA5	CFTR, HTR1B, PLA2G4A, TRPV5, TRPV6	TRPV5 [Lit-BM-17:12660155;TRIP:12660155], TRPV6 [CellTalkDB:18187190;HPRD:12660155;TRIP:12660155;TRIP:16189514;TRIP:18187190], CFTR [CellTalkDB:19847291], HTR1B [Cellinker:19211900], PLA2G4A [BioGRID:12163506;InnateDB:12163506]
Q13007	IL24	18	ligand	extracellular, intracellular, ligand, secreted, transmembrane	P01574, Q04721, Q08334, Q6UXL0, Q8N6P7, Q9UHF4	IFNB1, IL10RB, IL20RA, IL20RA_IL20RB, IL20RB, IL20RB_IL22RA1, IL22RA1, NOTCH2	IFNB1 [SPIKE:18511292], IL22RA1 [Baccin2019:12974481;CellTalkDB:12974481;LRdb:12974481;SignaLink3:17208301;SignaLink3:23331499;connectomeDB2020:12974481], IL20RA [Baccin2019:1297448111706020;CellTalkDB:12974481;HPRD:11706020;LRdb:12;LRdb:12974481;SignaLink3:17208301;SignaLink3:23331499;connectomeDB2020:11706020;connectomeDB2020:12974481], IL20RB [CellTalkDB:12974481;InnateDB:11706020;LRdb:12974481;SignaLink3:17208301;SignaLink3:23331499;connectomeDB2020:12974481], IL10RB [CellTalkDB:20061404], NOTCH2 [NA]
Q7Z7Q8	MCP-3	1	ligand	ligand, secreted	NA	NA	NA
Q13429	IGF-I	1	ligand	ligand, secreted	NA	NA	NA
Q6UY27	PATE2	1	ligand	ligand, secreted	NA	NA	NA
Q13214	SEMA3B	11	ligand, receptor	extracellular, intracellular, ligand, receptor, secreted, transmembrane	O14786, O60462, O75051, Q9HCM2	NRP1, NRP1_PLXNA1, NRP1_PLXNA2, NRP1_PLXNA3, NRP1_PLXNA4, NRP2, NRP2_PLXNA1, NRP2_PLXNA2, NRP2_PLXNA3, NRP2_PLXNA4, PLXNA2, PLXNA4	NRP1 [Baccin2019:10196540;Baccin2019:10196546;CellTalkDB:10196546;HPRD:10196546;LRdb:10196546;SIGNOR:25335892;connectomeDB2020:10196546], NRP2 [Baccin2019:10196546;CellTalkDB:10196546;HPRD:10196546;LRdb:10196546;SIGNOR:25335892;connectomeDB2020:10196546], PLXNA2 [SIGNOR:25335892], PLXNA4 [SIGNOR:25335892]
O14508	SOCS2	1	ligand	intracellular, ligand, secreted	P06213, P08069, P10912, P16471, P19235, P48357	EPOR, GHR, IGF1R, INSR, LEPR, PRLR	IGF1R [HPRD:9727029;Lit-BM-17:9727029;SignaLink3:16574995;SignaLink3:23331499;SignaLink3:9727029], LEPR [NetPath:16684815;SignaLink3:18708154;SignaLink3:23331499], EPOR [Cellinker:31182716;HPRD:11781573;HPRD:15644415;Lit-BM-17:11781573;Lit-BM-17:15644415;Lit-BM-17:16961462], GHR [BioGRID:12135564;BioGRID:28967904;HPRD:10585430;InnateDB:12135564;Lit-BM-17:10585430;Lit-BM-17:12135564;Lit-BM-17:16675548;Lit-BM-17:21980433], PRLR [HPRD:10455112;HPRD:9202403], INSR [HPRD:10453981]
Q9UHA7	IL36A	10	ligand	intracellular, ligand, secreted	Q9HB29, Q9NPH3, Q9UBH0	IL1RAP, IL1RAP_IL1RL2, IL1RL2, IL36RN	IL1RAP [NA], IL1RL2 [CellTalkDB:11466363;connectomeDB2020:30452921], IL36RN [CellTalkDB:29180446]
P56706	WNT7B	15	ecm, ligand	ecm, extracellular, intracellular, ligand, secreted, transmembrane	O75197, Q13467, Q96PE1, Q9H461, Q9NPG1, Q9ULV1, Q9ULW2, Q9UP38, Q9Y3A6	ADGRA2, FZD1, FZD1_LRP5, FZD1_LRP6, FZD10, FZD10_LRP5, FZD10_LRP6, FZD2_LRP5, FZD2_LRP6, FZD3, FZD3_LRP5, FZD3_LRP6, FZD4, FZD4_LRP5, FZD4_LRP6, FZD5, FZD5_LRP5, FZD5_LRP6, FZD6_LRP5, FZD6_LRP6, FZD7_LRP5, FZD7_LRP6, FZD8, FZD8_LRP5, FZD8_LRP6, FZD9_LRP5, FZD9_LRP6, LRP5, TMED5	LRP5 [Baccin2019:15923619;CellTalkDB:15923619;HPMR:15923619;LRdb:15923619;SIGNOR:15578921;SIGNOR:15923619;connectomeDB2020:15923619], FZD3 [SIGNOR:15578921], FZD10 [Baccin2019:15923619;CellPhoneDB:24032637;HPMR:15923619;LRdb:15923619;NetPath:15923619;SIGNOR:15923619;connectomeDB2020:15923619], FZD1 [Baccin2019:15923619;CellPhoneDB:24032637;CellTalkDB:15923619;LRdb:15923619;NetPath:15923619;SIGNOR:15923619;connectomeDB2020:15923619], FZD4 [CellPhoneDB:24032637;CellTalkDB:24032637;LRdb:24032637;NetPath:15923619;connectomeDB2020:24032637], TMED5 [CellTalkDB:30394198], FZD5 [connectomeDB2020:28733458], FZD8 [connectomeDB2020:28733458], ADGRA2 [Cellinker:28289266]
P14209	CD99	3	adhesion, cell_surface_ligand, ligand, receptor	adhesion, cell_adhesion, cell_surface, cell_surface_ligand, extracellular, intracellular, ligand, plasma_membrane, plasma_membrane_transmembrane, receptor, secreted, transmembrane	P60033, Q8TCZ2, Q9UKJ0, Q9UKJ1	CD81, CD99L2, PILRA, PILRB	PILRA [CellChatDB:18234675;CellTalkDB:18234675;Cellinker:18234675;LRdb:18234675;connectomeDB2020:18234675], CD81 [CellTalkDB:21838920], CD99L2 [NA], PILRB [Cellinker:18234675;connectomeDB2020:18234675]
Q8N475	FSTL5	1	ligand	intracellular, ligand, secreted	O00533, O43699, O75019, O94779, P08887, P42081, Q58EX2, Q7Z692, Q8N423, Q9HCN6	CD86, CEACAM19, CHL1, CNTN5, GP6, IL6R, LILRA1, LILRB2, SDK2, SIGLEC6	CD86 [Cellinker:32822567], CEACAM19 [Cellinker:32822567], SIGLEC6 [Cellinker:32822567], LILRB2 [Cellinker:32822567], LILRA1 [Cellinker:32822567], CNTN5 [Cellinker:32822567], GP6 [Cellinker:32822567], IL6R [Cellinker:32822567], CHL1 [Cellinker:32822567], SDK2 [Cellinker:32822567]
Q8TD07	RAET1E	7	adhesion, cell_surface_ligand, ligand	adhesion, cell_adhesion, cell_surface, cell_surface_ligand, extracellular, intracellular, ligand, plasma_membrane, plasma_membrane_transmembrane, secreted, transmembrane, transmembrane_predicted	P26718	HCST_KLRK1, KLRK1	KLRK1 [CellChatDB:24223577;CellTalkDB:12732206;HPRD:12732206;HPRD:14508119;IntAct:19436053;IntAct:19658097;IntAct:28559451;LRdb:12732206;LRdb:15;connectomeDB2020:12732206;connectomeDB2020:14508119;connectomeDB2020:29651291]
