Gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
SUGP2	0	-0.332633843	0.173	0.712	0
AP1G1	0	-0.332615139	0.064	0.588	0
GIGYF2	0	-0.332497212	0.132	0.683	0
CDK13	0	-0.332177323	0.133	0.645	0
JARID2	0	-0.332084687	0.063	0.597	0
TCEA1	5.99E-176	-0.332008265	0.55	0.93	1.24E-171
ANG	0	-0.331832052	0.032	0.5	0
P3H3	0	-0.331791081	0.157	0.686	0
RAB11FIP4	0	-0.331641443	0.1	0.61	0
RBM39	1.04E-166	-0.331596322	0.56	0.929	2.13E-162
RNF103	0	-0.331487755	0.065	0.594	0
RAD23B	3.89E-232	-0.331421382	0.449	0.904	8.02E-228
PPP2CB	0	-0.331275367	0.244	0.802	0
SOS2	0	-0.331253092	0.049	0.562	0
FBLL1	0	-0.331144034	0.015	0.523	0
DHX36	0	-0.331084931	0.257	0.809	0
PIK3C3	0	-0.331000502	0.074	0.613	0
TMEM196	6.05E-277	-0.330876137	0.193	0.68	1.25E-272
ZNF462	0	-0.330814075	0.067	0.561	0
EVI5	0	-0.330342137	0.086	0.641	0
PRKAA2	0	-0.330280138	0.039	0.555	0
CSRP1	1.25E-217	-0.33010807	0.295	0.748	2.57E-213
ITPRID2	0	-0.329751033	0.083	0.621	0
ZMPSTE24	0	-0.32951598	0.158	0.707	0
HSD17B14	4.69E-166	-0.329006281	0.543	0.917	9.67E-162
CALU	7.04E-280	-0.328519739	0.291	0.798	1.45E-275
CLSTN3	0	-0.32793399	0.073	0.595	0
ASCC3	0	-0.327814597	0.063	0.586	0
EIF2AK2	0	-0.327779141	0.166	0.698	0
MBTPS2	0	-0.327442948	0.055	0.587	0
TMEM106B	1.57E-251	-0.327356117	0.322	0.809	3.23E-247
TBC1D15	0	-0.327205404	0.082	0.626	0
ZMYM4	0	-0.327075733	0.047	0.581	0
AP2A2	0	-0.326981446	0.167	0.707	0
IREB2	0	-0.326635183	0.103	0.636	0
SLCO3A1	0	-0.326478196	0.036	0.493	0
ZYG11B	0	-0.326430783	0.062	0.557	0
MTHFR	0	-0.32637018	0.059	0.566	0
LNPK	0	-0.326328494	0.176	0.709	0
IRX2	0	-0.326254889	0.006	0.333	0
MESP1	5.46E-195	-0.32581063	0.136	0.521	1.13E-190
SF1	1.12E-252	-0.325503755	0.401	0.881	2.31E-248
STK24	0	-0.325035744	0.089	0.627	0
TTC17	"8,81486963953903e-311"	-0.325028813	0.212	0.732	1.82E-306
SMG7	0	-0.324938023	0.066	0.605	0
KIAA2013	0	-0.324889363	0.107	0.641	0
PAFAH1B1	4.62E-305	-0.324662012	0.286	0.813	9.53E-301
AKT3	0.00E+00	-0.32443998	0.198	0.713	1.80E-304
ELOVL6	0	-0.324366549	0.047	0.533	0
GPRC5C	0	-0.324347783	0.246	0.784	0
RNPEPL1	0	-0.324346952	0.051	0.552	0
PPM1L	0	-0.32424134	0.064	0.576	0
SYMPK	0	-0.324111615	0.108	0.641	0
KCMF1	0	-0.324074057	0.161	0.685	0
UBR5	0	-0.323834272	0.078	0.59	0
DCAF5	0	-0.323774007	0.088	0.631	0
LTN1	0	-0.323674165	0.044	0.548	0
FAR1	0	-0.323479034	0.091	0.616	0
TSSC4	3.65E-284	-0.32343826	0.396	0.899	7.52E-280
CTNNA1	2.73E-302	-0.323282193	0.276	0.798	5.63E-298
KMT2A	0	-0.322794337	0.147	0.664	0
ILRUN	0	-0.322541319	0.082	0.606	0
MROH1	0	-0.322243318	0.074	0.599	0
SEC13	1.03E-262	-0.322165	0.383	0.874	2.13E-258
PPP3R1	0	-0.321994343	0.07	0.588	0
DYRK1A	0	-0.321861979	0.048	0.572	0
PICALM	0	-0.32150586	0.115	0.656	0
AVL9	0	-0.321488966	0.059	0.574	0
C1GALT1	0	-0.320940939	0.209	0.749	0
C11orf95	0	-0.320898239	0.041	0.55	0
SLC35D2	0	-0.320649599	0.054	0.515	0
TRPM7	0	-0.320274391	0.069	0.564	0
HADHA	5.39E-205	-0.320237968	0.537	0.944	1.11E-200
MBOAT2	0	-0.320105361	0.08	0.6	0
MYRF	0	-0.320063339	0.019	0.5	0
SMG1	0	-0.319924103	0.107	0.602	0
TMEM64	0	-0.319598917	0.162	0.685	0
SLC46A1	0	-0.319579959	0.088	0.582	0
BDP1	0	-0.319508073	0.127	0.664	0
DNAJC13	0	-0.318979832	0.042	0.564	0
HIF1A	4.99E-285	-0.318577555	0.271	0.78	1.03E-280
CUL7	0	-0.318393278	0.052	0.563	0
PPP6R3	0	-0.318365096	0.094	0.64	0
TXLNA	0	-0.317999133	0.146	0.683	0
ENAH	0	-0.317821932	0.09	0.592	0
SIK3	0	-0.317674491	0.065	0.562	0
FBXO17	2.70E-286	-0.317532409	0.282	0.787	5.57E-282
LRATD2	0	-0.317346753	0.056	0.551	0
ARHGEF28	0	-0.317263376	0.042	0.551	0
KDELR2	1.95E-152	-0.316911687	0.595	0.938	4.01E-148
CLIC1	5.21E-87	-0.316573704	0.832	0.985	1.07E-82
EEA1	0	-0.315907968	0.078	0.601	0
SCAF11	2.60E-293	-0.315704989	0.318	0.834	5.35E-289
GDE1	0	-0.315693186	0.168	0.733	0
RAP2A	0	-0.315274776	0.023	0.533	0
RET	0	-0.315144854	0.003	0.453	0
PCSK1	7.43E-79	-0.314903366	0.595	0.855	1.53E-74
DBN1	0	-0.314781174	0.053	0.539	0
SLC39A14	"1,16859868067836e-310"	-0.314548786	0.243	0.769	2.41E-306
DDR1	3.68E-225	-0.31449393	0.408	0.864	7.59E-221
SCYL2	0	-0.314367107	0.05	0.565	0
MTMR7	0	-0.314348448	0.079	0.58	0
EID2	0	-0.314277144	0.048	0.548	0
IRGQ	0	-0.31424159	0.062	0.575	0
SIGIRR	0	-0.314166653	0.141	0.652	0
TMEM167A	7.70E-198	-0.313639235	0.509	0.92	1.59E-193
CNOT11	0	-0.313532795	0.096	0.638	0
OSBP	0	-0.313435718	0.081	0.594	0
MBD3	0	-0.313167145	0.042	0.543	0
SETD5	0	-0.313119665	0.186	0.704	0
SLC39A6	1.06E-275	-0.313078629	0.248	0.743	2.18E-271
MFSD6	0	-0.313000313	0.07	0.601	0
PDCD6IP	0	-0.312991488	0.168	0.723	0
RASSF4	0	-0.312895828	0.113	0.613	0
ATF2	0	-0.312815139	0.168	0.689	0
EHBP1	0	-0.312548367	0.118	0.622	0
SLC35F3	0	-0.312520629	0.076	0.576	0
ABHD2	0	-0.312220178	0.205	0.729	0
RASA4	6.74E-286	-0.31205501	0.209	0.706	1.39E-281
AZIN1	2.04E-283	-0.311954061	0.33	0.837	4.20E-279
FBRSL1	0	-0.311808392	0.053	0.576	0
FBXO11	0	-0.311691277	0.081	0.594	0
SLC5A3	0	-0.311586362	0.024	0.5	0
ZBED1	0	-0.311527673	0.052	0.555	0
ZNF451	0	-0.311504961	0.098	0.595	0
GAL3ST1	0	-0.311245837	0.012	0.482	0
TP53INP2	0	-0.311244692	0.062	0.537	0
PPP1R12A	0	-0.311011292	0.19	0.729	0
CEP170	0	-0.310917942	0.039	0.524	0
CBLN1	0	-0.310707129	0.006	0.345	0
UBAP2L	0	-0.31066938	0.149	0.674	0
SMAP1	1.01E-283	-0.310663669	0.311	0.817	2.08E-279
PLA2G12A	4.11E-307	-0.310623669	0.247	0.766	8.48E-303
CLCN7	0	-0.310399572	0.063	0.538	0
PRRC1	0	-0.310318619	0.122	0.645	0
ABCA5	2.21E-301	-0.310134715	0.311	0.827	4.55E-297
FLII	0	-0.309893308	0.12	0.648	0
UBA1	"5,76691611339902e-311"	-0.309476629	0.23	0.753	1.19E-306
PPIP5K2	0	-0.309305333	0.064	0.569	0
EPB41	0	-0.309252602	0.105	0.61	0
GAREM1	0	-0.308932111	0.026	0.475	0
PGLS	2.47E-198	-0.308709028	0.5	0.913	5.09E-194
ORAI2	1.97E-282	-0.308695002	0.28	0.784	4.07E-278
VPS54	0	-0.308194472	0.038	0.55	0
DDX24	1.46E-186	-0.307942316	0.561	0.945	3.00E-182
RAB3D	0	-0.307866772	0.062	0.544	0
HIST1H1C	1.85E-245	-0.30781492	0.267	0.738	3.82E-241
SFXN1	0	-0.307450558	0.148	0.676	0
PVR	0	-0.307399845	0.07	0.547	0
DCTN5	0	-0.307242618	0.144	0.676	0
ST8SIA3	0	-0.307137244	0.2	0.725	0
AASDHPPT	0	-0.307017661	0.181	0.703	0
CADM1	1.68E-155	-0.306937921	0.553	0.915	3.46E-151
SPEG	0	-0.30682472	0.109	0.624	0
PRKCA	0	-0.3068044	0.076	0.554	0
KCNJ6	8.21E-222	-0.306749588	0.335	0.787	1.69E-217
HTATSF1	1.78E-277	-0.306732724	0.218	0.707	3.67E-273
SYT4	1.52E-266	-0.306601777	0.209	0.686	3.13E-262
SHPRH	0	-0.306128795	0.064	0.533	0
PLCG2	9.28E-260	-0.305322022	0.005	0.271	1.91E-255
AARS	2.60E-265	-0.305272917	0.208	0.685	5.36E-261
CCDC6	0	-0.30453105	0.083	0.618	0
PPP1CC	2.86E-232	-0.304515631	0.459	0.911	5.89E-228
IER2	2.01E-82	-0.304319175	0.252	0.525	4.15E-78
CDKAL1	6.04E-270	-0.304172658	0.036	0.398	1.25E-265
PYCR1	0	-0.304096611	0.094	0.565	0
HELZ	0	-0.3039059	0.118	0.66	0
EDARADD	8.50E-204	-0.303859649	0.366	0.806	1.75E-199
HIST2H2BE	8.97E-292	-0.303428129	0.124	0.583	1.85E-287
FNDC5	0	-0.30339998	0.007	0.433	0
PPP3CB	8.12E-272	-0.30323595	0.288	0.785	1.67E-267
UHMK1	0	-0.303225322	0.118	0.631	0
WDFY3	0	-0.302933139	0.046	0.552	0
BAG6	3.18E-291	-0.30278186	0.273	0.784	6.55E-287
SDK1	0	-0.301480788	0.055	0.533	0
ANKIB1	0	-0.301452177	0.065	0.571	0
CD302	"1,31006223294275e-310"	-0.30134625	0.108	0.578	2.70E-306
ASAP2	0	-0.301255227	0.003	0.455	0
ARHGAP18	0	-0.300902642	0.066	0.522	0
TNKS	0	-0.300797897	0.066	0.565	0
ATXN2	3.53E-271	-0.300558331	0.301	0.797	7.28E-267
SLAIN2	0	-0.300349194	0.099	0.614	0
TRIM27	0	-0.300336273	0.148	0.665	0
PSD	3.69E-302	-0.300276995	0.124	0.601	7.60E-298
MTCH2	4.83E-205	-0.299923822	0.524	0.935	9.95E-201
TUBB2A	3.62E-175	-0.299703492	0.431	0.833	7.46E-171
PPFIA1	0	-0.299583297	0.096	0.596	0
ZBTB10	0	-0.299487334	0.029	0.504	0
SEC16A	0	-0.299397158	0.092	0.599	0
BMP2K	0	-0.299323076	0.015	0.458	0
B3GALT6	0	-0.299183367	0.039	0.54	0
NCOA2	0	-0.298995407	0.032	0.531	0
SMAD4	0	-0.298878859	0.094	0.602	0
ESRP1	0	-0.298766486	0.073	0.549	0
GMPPA	4.78E-301	-0.298692929	0.213	0.72	9.86E-297
SPNS1	0	-0.298337049	0.183	0.7	0
TP53BP1	0	-0.298249402	0.12	0.621	0
USP13	0	-0.297977468	0.037	0.522	0
SBNO1	0	-0.297942071	0.216	0.735	0
PPARA	0	-0.297936832	0.068	0.555	0
ZNF24	8.44E-301	-0.297841269	0.291	0.808	1.74E-296
STXBP4	0	-0.297773103	0.018	0.475	0
BICD1	0	-0.297739126	0.064	0.551	0
WDFY1	0	-0.297480546	0.038	0.535	0
FAM91A1	0	-0.297361919	0.063	0.571	0
KHDRBS1	2.97E-240	-0.297177685	0.443	0.9	6.12E-236
MON2	0	-0.297153694	0.041	0.531	0
TPRG1L	0	-0.296998288	0.151	0.675	0
WDR82	0	-0.296954015	0.14	0.656	0
SNX18	0	-0.29686696	0.04	0.504	0
CASD1	0	-0.296615804	0.059	0.552	0
CUL5	0	-0.296547475	0.103	0.631	0
BACH1	0	-0.296475576	0.015	0.495	0
HDAC5	5.61E-289	-0.296288612	0.201	0.693	1.16E-284
SH3PXD2A	0	-0.296179297	0.054	0.53	0
RTN4RL2	0	-0.296014559	0.014	0.449	0
TM4SF4	4.01E-49	-0.295947251	0.186	0.381	8.26E-45
CARS	0	-0.295807027	0.123	0.62	0
ENTPD4	0	-0.295393797	0.111	0.616	0
EBP	2.09E-295	-0.295383222	0.205	0.696	4.31E-291
PNN	5.10E-257	-0.295364185	0.297	0.779	1.05E-252
ATF6	0	-0.295197843	0.203	0.726	0
ZBTB20	1.25E-182	-0.295194988	0.492	0.891	2.58E-178
DGAT1	0	-0.295189334	0.053	0.534	0
C12orf57	8.25E-115	-0.295062434	0.753	0.981	1.70E-110
ATE1	0	-0.295037833	0.057	0.564	0
ALDH7A1	0	-0.294761991	0.119	0.619	0
FOXN2	0	-0.294727954	0.038	0.496	0
IPO5	0	-0.294707026	0.164	0.693	0
SSX2IP	0	-0.294435163	0.06	0.515	0
MAPRE2	1.30E-296	-0.294350045	0.212	0.711	2.69E-292
HSP90AA1	1.74E-73	-0.294158769	0.919	0.992	3.58E-69
PPM1E	0	-0.293950264	0.04	0.49	0
WDR26	0	-0.293875308	0.083	0.591	0
PTPRN2	9.57E-183	-0.293787197	0.518	0.914	1.97E-178
LSAMP	5.56E-258	-0.293717279	0.141	0.581	1.15E-253
MAP7	0	-0.293288699	0.155	0.675	0
TUBB2B	4.56E-210	-0.293285484	0.452	0.881	9.40E-206
RAP1GAP	2.82E-298	-0.2931887	0.154	0.638	5.81E-294
UGGT1	0	-0.293152797	0.078	0.557	0
VEZT	"2,68033134505329e-312"	-0.292947244	0.179	0.682	5.53E-308
XKR4	0	-0.292919337	0.023	0.428	0
PURB	0	-0.292903139	0.093	0.591	0
LYRM2	1.27E-242	-0.292793194	0.402	0.869	2.61E-238
MIDN	1.64E-244	-0.2927515	0.226	0.682	3.37E-240
CELF4	1.05E-226	-0.292679979	0.378	0.831	2.17E-222
SLC25A33	1.07E-299	-0.29267574	0.175	0.666	2.20E-295
SIPA1L3	"1,61861873841188e-313"	-0.292538943	0.113	0.595	0.00E+00
MFAP4	3.89E-221	-0.292268628	0.001	0.21	8.03E-217
KIAA1958	0	-0.292206918	0.031	0.489	0
CUX1	1.18E-279	-0.292163218	0.154	0.627	2.42E-275
TOMM70	0	-0.292142094	0.102	0.601	0
SETX	0	-0.29193884	0.066	0.556	0
IGFBP5	1.00E-142	-0.291936875	0.268	0.631	2.07E-138
TIA1	0	-0.291860158	0.085	0.583	0
DYNC1I2	2.60E-252	-0.291793891	0.355	0.833	5.37E-248
CDC16	0	-0.29160194	0.16	0.671	0
ZMYND8	1.06E-303	-0.291419544	0.163	0.653	2.19E-299
ARL8A	0	-0.291348249	0.127	0.64	0
RIF1	0	-0.291241648	0.049	0.531	0
CDK12	0	-0.291115083	0.081	0.566	0
SLC7A5	2.07E-250	-0.290965637	0.102	0.514	4.27E-246
RPS6KA6	0	-0.290753831	0.062	0.541	0
QDPR	1.78E-122	-0.29069244	0.672	0.955	3.67E-118
ACSM3	0	-0.29059267	0.034	0.441	0
MARK1	0	-0.290566721	0.048	0.493	0
FBXO9	0	-0.290520354	0.209	0.746	0
ACTN4	9.65E-250	-0.290509164	0.341	0.818	1.99E-245
MAP2K6	0	-0.290473359	0.074	0.532	0
UBAP2	0	-0.290363422	0.056	0.542	0
CPSF2	0	-0.290140286	0.092	0.577	0
POLR2B	0	-0.289884264	0.145	0.67	0
OSBPL6	0	-0.289726852	0.028	0.48	0
COMMD7	4.81E-261	-0.289671575	0.354	0.835	9.92E-257
BMPR2	0	-0.289591428	0.086	0.571	0
PDGFA	0	-0.289373933	0.041	0.463	0
ACTN1	0.00E+00	-0.289219976	0.169	0.664	5.19E-305
BEND7	0	-0.288835803	0.041	0.508	0
SHC1	0	-0.28871025	0.076	0.564	0
CDC42SE2	8.24E-297	-0.288572427	0.22	0.722	1.70E-292
ANK2	0	-0.28855489	0.007	0.42	0
PRKCSH	7.10E-187	-0.288550621	0.437	0.853	1.46E-182
ST6GAL1	0	-0.288470184	0.033	0.456	0
SH3GLB2	0	-0.288461647	0.093	0.573	0
EPB41L4B	4.27E-302	-0.288314033	0.071	0.504	8.81E-298
LRRC59	1.55E-299	-0.287989747	0.191	0.687	3.19E-295
LAMB1	0	-0.287724611	0.025	0.481	0
SOS1	0	-0.28760678	0.035	0.526	0
SEC22B	1.22E-239	-0.287591239	0.336	0.802	2.52E-235
PRODH2	0	-0.287565311	0.001	0.375	0
PRPF4B	0	-0.287487826	0.096	0.578	0
IARS2	0	-0.287083681	0.149	0.651	0
CLEC11A	7.45E-301	-0.286910456	0.138	0.61	1.54E-296
SLC25A46	0	-0.286684347	0.142	0.67	0
LRCH3	0	-0.28664057	0.087	0.579	0
AKR1C2	3.01E-285	-0.286622274	0.016	0.348	6.21E-281
PSMD11	6.05E-229	-0.286550385	0.443	0.891	1.25E-224
SNX30	0	-0.286289823	0.018	0.487	0
MAP9	0	-0.286278313	0.243	0.766	0
MPST	0.00E+00	-0.286263204	0.139	0.616	4.72E-305
TAFA5	0	-0.286114973	0.002	0.448	0
PNMA3	0	-0.286027206	0.002	0.393	0
DLG5	0	-0.285764951	0.066	0.554	0
RUNDC3A	9.88E-237	-0.28544825	0.387	0.851	2.04E-232
TFF3	1.37E-140	-0.285153796	0.508	0.864	2.82E-136
COQ10A	1.30E-270	-0.285105316	0.282	0.769	2.67E-266
GDAP1	8.38E-285	-0.285097947	0.193	0.678	1.73E-280
CPEB1	0	-0.284968749	0.05	0.507	0
IL6ST	0.00E+00	-0.284658616	0.092	0.547	1.35E-304
LZTS3	0	-0.284534684	0.051	0.512	0
CSNK2A1	5.55E-270	-0.284478525	0.288	0.781	1.14E-265
KLHDC10	0	-0.284429446	0.119	0.616	0
GLYCTK	0	-0.284383394	0.037	0.509	0
NEU1	3.91E-134	-0.284303763	0.61	0.93	8.06E-130
SEPHS2	9.12E-250	-0.2841397	0.404	0.872	1.88E-245
ZNF580	5.21E-215	-0.283936784	0.44	0.877	1.07E-210
TXNRD1	1.42E-291	-0.283367241	0.181	0.664	2.93E-287
EFCAB14	0	-0.283358564	0.175	0.685	0
HIPK1	0	-0.283332381	0.112	0.628	0
SEC23IP	0	-0.283288772	0.071	0.558	0
BTG1	3.80E-109	-0.283166763	0.685	0.951	7.85E-105
VPS13A	0	-0.283149809	0.109	0.605	0
SPATS2L	3.07E-215	-0.282829448	0.093	0.467	6.34E-211
INO80D	0	-0.282706153	0.038	0.501	0
PTPN23	0	-0.282611046	0.075	0.562	0
MCF2L	0	-0.28259297	0.108	0.605	0
C2CD5	0	-0.282437031	0.042	0.526	0
RLIM	0	-0.28231391	0.087	0.555	0
XRN1	0	-0.281977886	0.071	0.558	0
CPLANE1	0	-0.281957622	0.041	0.51	0
GGA2	8.68E-295	-0.281797256	0.22	0.722	1.79E-290
FAM53C	0	-0.281785418	0.109	0.589	0
LRRN3	0	-0.28178261	0.014	0.423	0
CALCOCO2	2.94E-262	-0.281512763	0.339	0.821	6.07E-258
LRRC8D	0	-0.281434606	0.093	0.58	0
CCT2	4.83E-258	-0.281269135	0.388	0.866	9.96E-254
SIGMAR1	"5,0161741327478e-313"	-0.281083043	0.134	0.616	0.00E+00
DCUN1D1	0	-0.281075132	0.057	0.542	0
USP51	0	-0.280997633	0.076	0.54	0
CERCAM	9.53E-287	-0.280918641	0.129	0.59	1.97E-282
STIM1	0	-0.28070004	0.085	0.564	0
MARCH7	0.00E+00	-0.280517351	0.2	0.7	2.74E-304
ZNF503	4.67E-219	-0.280387075	0.116	0.503	9.64E-215
PPP2R5C	0	-0.280293531	0.186	0.718	0
ZFPM1	0	-0.279644014	0.003	0.416	0
RING1	2.74E-294	-0.279600414	0.191	0.677	5.66E-290
CMTM4	0	-0.279364258	0.132	0.635	0
SGCD	0	-0.279209496	0.008	0.367	0
MGA	0	-0.279099427	0.051	0.496	0
UBA6	0	-0.278921594	0.115	0.61	0
UNC5D	0	-0.278681248	0.04	0.463	0
CASTOR2	0	-0.278326479	0.095	0.587	0
GIT1	0	-0.27827494	0.08	0.587	0
PGP	0	-0.278231912	0.196	0.718	0
NCOA1	0	-0.278077621	0.09	0.561	0
ELF1	0	-0.278071872	0.087	0.55	0
SNRNP200	0	-0.277425886	0.172	0.684	0
GNG5	2.96E-183	-0.277213767	0.525	0.915	6.11E-179
GNG12	3.11E-297	-0.276970921	0.192	0.682	6.41E-293
ANXA4	1.51E-241	-0.276712986	0.132	0.557	3.12E-237
GATAD2B	0	-0.276676763	0.069	0.547	0
KPNA6	6.82E-285	-0.276626345	0.31	0.809	1.41E-280
FOXK1	0	-0.276597935	0.062	0.54	0
DNM1L	"4,49297095729099e-313"	-0.276587803	0.153	0.643	0.00E+00
RSF1	2.16E-266	-0.276448946	0.33	0.813	4.46E-262
SCARB1	0	-0.276219474	0.042	0.504	0
AGO2	0	-0.276199895	0.102	0.589	0
MYO3A	7.91E-273	-0.27604987	0.241	0.724	1.63E-268
FAM20A	7.41E-283	-0.275953993	0.014	0.335	1.53E-278
ZRANB2	1.69E-282	-0.275738006	0.234	0.722	3.49E-278
SMCHD1	0	-0.275734245	0.063	0.538	0
C12orf49	0	-0.275692615	0.092	0.582	0
CIZ1	2.07E-292	-0.275690945	0.168	0.649	4.28E-288
RASA1	0	-0.275644722	0.039	0.495	0
FBXW11	"2,03842390772978e-313"	-0.275385576	0.135	0.616	0.00E+00
LRRFIP1	2.99E-273	-0.275352738	0.242	0.725	6.17E-269
ASXL2	0	-0.275047573	0.086	0.569	0
IWS1	0	-0.274847732	0.092	0.561	0
TCTA	4.16E-284	-0.274544056	0.278	0.773	8.58E-280
YTHDC1	0.00E+00	-0.274330044	0.187	0.687	3.77E-305
WASHC2A	0	-0.274059729	0.058	0.534	0
LGR4	0	-0.27404242	0.017	0.443	0
SIPA1L1	0	-0.274027596	0.088	0.564	0
TMEM63C	0	-0.273630052	0.092	0.586	0
PLXNA3	"2,86944691143427e-313"	-0.273623296	0.081	0.529	0.00E+00
NOP10	4.10E-111	-0.273585764	0.752	0.981	8.45E-107
RBIS	1.18E-293	-0.273442473	0.256	0.761	2.44E-289
ARHGEF7	0	-0.2731026	0.068	0.535	0
EPB41L1	4.74E-303	-0.273037286	0.124	0.589	9.77E-299
MAPK12	0	-0.272919663	0.038	0.494	0
UBN1	0	-0.272819499	0.125	0.619	0
PRKCG	0	-0.272390879	0.002	0.438	0
ABI2	2.51E-251	-0.272265405	0.296	0.767	5.17E-247
MMP15	0	-0.271790543	0.057	0.529	0
APEH	3.17E-303	-0.271683388	0.211	0.713	6.55E-299
ZMAT3	2.46E-297	-0.271668936	0.147	0.616	5.08E-293
OPA1	0	-0.271379468	0.083	0.558	0
PCNX1	0	-0.271228388	0.056	0.522	0
MFHAS1	0	-0.271205077	0.039	0.514	0
LIN7C	0	-0.27096074	0.165	0.67	0
CHKA	0	-0.270776528	0.047	0.5	0
CHD2	1.48E-290	-0.270500659	0.131	0.591	3.05E-286
TGFBR1	0	-0.270466791	0.023	0.472	0
SLC30A9	8.02E-262	-0.270201497	0.285	0.765	1.65E-257
METTL14	0	-0.270034403	0.097	0.571	0
DENND5B	0	-0.269947277	0.095	0.571	0
SPAST	0	-0.269854389	0.04	0.511	0
DOCK10	0	-0.269812704	0.05	0.505	0
RTN2	0	-0.269737241	0.064	0.522	0
RASAL2	0	-0.269402775	0.032	0.466	0
POGZ	0	-0.269333151	0.17	0.681	0
LRRC75A	5.26E-228	-0.268913084	0.08	0.461	1.09E-223
U2SURP	0	-0.268855589	0.181	0.7	0
DHX40	0	-0.268779074	0.054	0.495	0
CLIP2	0	-0.268633594	0.032	0.46	0
UGCG	0	-0.26859397	0.06	0.544	0
SLC2A4RG	0	-0.268483012	0.127	0.613	0
PGM3	5.12E-283	-0.268159912	0.195	0.671	1.06E-278
UBE4A	0	-0.268097277	0.083	0.557	0
RAB14	3.15E-249	-0.268032141	0.423	0.886	6.51E-245
PABPC4	5.70E-307	-0.26778979	0.181	0.67	1.18E-302
MYCN	0	-0.267639473	0.003	0.391	0
MXD1	0	-0.267090476	0.039	0.494	0
PLXDC2	0	-0.267062132	0.002	0.399	0
SPG11	0	-0.267061583	0.076	0.545	0
TNFSF10	4.83E-96	-0.266899906	0.044	0.238	9.95E-92
GRK5	0	-0.266823386	0.005	0.445	0
KLF13	0	-0.266806802	0.081	0.551	0
PLCL1	0	-0.266629373	0.002	0.357	0
FAM8A1	0	-0.266546942	0.064	0.539	0
ACIN1	0	-0.266392697	0.108	0.589	0
OGFRL1	0	-0.26634	0.018	0.408	0
ITCH	0	-0.266203192	0.05	0.506	0
FAT3	0	-0.266171788	0	0.309	0
TLK2	0	-0.265818404	0.062	0.511	0
PKDCC	0	-0.265771627	0.016	0.442	0
VPS36	0	-0.265752714	0.167	0.682	0
LYPLA1	1.11E-280	-0.265107337	0.333	0.826	2.28E-276
ACBD5	0	-0.265100393	0.111	0.588	0
DCAF16	0	-0.265012521	0.077	0.544	0
ARMT1	1.39E-293	-0.264850519	0.196	0.678	2.87E-289
BTBD6	0	-0.264811617	0.031	0.475	0
LCORL	0	-0.264623953	0.081	0.544	0
JUP	0	-0.264576419	0.157	0.658	0
GCLC	0	-0.264503802	0.042	0.482	0
NCOA7	0	-0.264490036	0.022	0.442	0
SPCS3	6.80E-280	-0.264343229	0.34	0.836	1.40E-275
CSNK1G3	0	-0.264086038	0.072	0.555	0
AFF1	0	-0.263969938	0.048	0.504	0
CTCF	0	-0.263934672	0.117	0.595	0
ATF3	3.09E-236	-0.263928993	0.023	0.326	6.38E-232
SUPT16H	0	-0.263921984	0.157	0.653	0
ARHGAP6	0	-0.263763523	0.001	0.367	0
ERBIN	0	-0.263710071	0.032	0.471	0
ABCC5	0	-0.263664347	0.101	0.578	0
LPIN2	0	-0.263603572	0.081	0.562	0
BRWD1	1.20E-299	-0.263455389	0.175	0.656	2.47E-295
SGPL1	0	-0.263387565	0.061	0.537	0
FKBP9	0	-0.263328115	0.094	0.569	0
RND3	0	-0.26329438	0.003	0.364	0
LYST	2.27E-292	-0.263191765	0.118	0.569	4.68E-288
IRF2BPL	1.80E-260	-0.263170076	0.22	0.689	3.71E-256
ALPK3	0	-0.263142105	0.106	0.578	0
PRKAB2	0	-0.262845469	0.038	0.493	0
RPN2	2.26E-176	-0.262812831	0.529	0.913	4.66E-172
GIPC1	0	-0.262646375	0.212	0.728	0
RBM33	0	-0.262600184	0.062	0.533	0
INTS1	0	-0.26259512	0.066	0.545	0
ZHX3	0	-0.262127896	0.074	0.542	0
GLIS3	1.99E-245	-0.262120429	0.183	0.624	4.11E-241
EDEM1	0	-0.262096758	0.055	0.482	0
MAGEL2	0	-0.261928079	0.039	0.468	0
NR1D2	7.84E-229	-0.261892441	0.108	0.502	1.62E-224
CCSER1	0	-0.261774328	0.014	0.399	0
QSER1	0	-0.261730848	0.019	0.461	0
STXBP6	1.10E-272	-0.261201551	0.094	0.505	2.27E-268
YTHDF1	0	-0.261138889	0.098	0.569	0
MSANTD4	0	-0.261133576	0.08	0.554	0
LMO4	0	-0.261059397	0.008	0.356	0
EML4	0	-0.2610215	0.08	0.564	0
ACVR1B	0.00E+00	-0.260688351	0.119	0.584	1.76E-304
PDS5B	0	-0.260398951	0.079	0.547	0
WASF3	0	-0.26031988	0.071	0.525	0
AHCTF1	0	-0.260109642	0.05	0.493	0
ILF3	3.48E-299	-0.259986898	0.243	0.744	7.18E-295
RBM12	0	-0.259749108	0.05	0.511	0
CHD6	0	-0.259607763	0.149	0.649	0
LZTS1	0	-0.25951609	0.004	0.405	0
EI24	6.31E-111	-0.259482099	0.699	0.958	1.30E-106
PCBP4	0	-0.259446271	0.125	0.6	0
UBP1	0	-0.259254835	0.039	0.51	0
MTURN	1.06E-296	-0.259157216	0.126	0.583	2.18E-292
C11orf54	0	-0.259140101	0.117	0.598	0
