ensembl_gene_id	Gene.name	UniProt.accession	Annotated.category	mean_tpm	hgnc_symbol	gene_biotype	description
ENSG00000148848	ADAM12	O43184	Locally secreted in female tissues	3.2351247516853934	ADAM12	protein_coding	ADAM metallopeptidase domain 12 [Source:HGNC Symbol;Acc:HGNC:190]
ENSG00000148926	ADM	P35318	Secreted to blood	25.238527450180136	ADM	protein_coding	adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259]
ENSG00000148965	SAA4	P35542	Secreted to blood	0.10796265168539325	SAA4	protein_coding	serum amyloid A4, constitutive [Source:HGNC Symbol;Acc:HGNC:10516]
ENSG00000149021	SCGB1A1	P11684	Locally secreted	17.48636208988764	SCGB1A1	protein_coding	secretoglobin family 1A member 1 [Source:HGNC Symbol;Acc:HGNC:12523]
ENSG00000149090	PAMR1	Q6UXH9	Secreted - unknown location	4.2427639671520225	PAMR1	protein_coding	peptidase domain containing associated with muscle regeneration 1 [Source:HGNC Symbol;Acc:HGNC:24554]
ENSG00000149131	SERPING1	P05155	Secreted to blood	160.26305254143094	SERPING1	protein_coding	serpin family G member 1 [Source:HGNC Symbol;Acc:HGNC:1228]
ENSG00000149177	PTPRJ	Q12913	Intracellular or membrane-bound	16.37266278233073	PTPRJ	protein_coding	protein tyrosine phosphatase receptor type J [Source:HGNC Symbol;Acc:HGNC:9673]
ENSG00000149218	ENDOD1	O94919	Secreted - unknown location	23.41296584269663	ENDOD1	protein_coding	endonuclease domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29129]
ENSG00000149257	SERPINH1	P50454	Intracellular or membrane-bound	56.33481743322529	SERPINH1	protein_coding	serpin family H member 1 [Source:HGNC Symbol;Acc:HGNC:1546]
ENSG00000149294	NCAM1	P13591	Intracellular or membrane-bound	14.232144734372586	NCAM1	protein_coding	neural cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:7656]
ENSG00000149328	GLB1L2	Q8IW92	Secreted - unknown location	7.332969216866483	GLB1L2	protein_coding	galactosidase beta 1 like 2 [Source:HGNC Symbol;Acc:HGNC:25129]
ENSG00000149380	P4HA3	Q7Z4N8	Intracellular or membrane-bound	8.39747713483146	P4HA3	protein_coding	prolyl 4-hydroxylase subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:30135]
ENSG00000149428	HYOU1	Q9Y4L1	Intracellular or membrane-bound	95.42102247998254	HYOU1	protein_coding	hypoxia up-regulated 1 [Source:HGNC Symbol;Acc:HGNC:16931]
ENSG00000149506	ZP1	P60852	Locally secreted in female tissues	0.8920210423088225	ZP1	protein_coding	zona pellucida glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:13187]
ENSG00000149507	OOSP2	Q86WS3	Locally secreted in male tissues	0.00274188202247191	OOSP2	protein_coding	oocyte secreted protein 2 [Source:HGNC Symbol;Acc:HGNC:26699]
ENSG00000149541	B3GAT3	O94766	Intracellular or membrane-bound	10.51201293687191	B3GAT3	protein_coding	beta-1,3-glucuronyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:923]
ENSG00000149571	KIRREL3	Q8IZU9	Intracellular or membrane-bound	4.331112952527236	KIRREL3	protein_coding	kirre like nephrin family adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:23204]
ENSG00000149582	TMEM25	Q86YD3	Intracellular or membrane-bound	21.413005616510038	TMEM25	protein_coding	transmembrane protein 25 [Source:HGNC Symbol;Acc:HGNC:25890]
ENSG00000149639	SOGA1	O94964	Secreted to blood	4.1954011516853935	SOGA1	protein_coding	suppressor of glucose, autophagy associated 1 [Source:HGNC Symbol;Acc:HGNC:16111]
ENSG00000149651	SPINT4	Q6UDR6	Locally secreted in male tissues	0	SPINT4	protein_coding	serine peptidase inhibitor, Kunitz type 4 [Source:HGNC Symbol;Acc:HGNC:16130]
ENSG00000149735	GPHA2	Q96T91	Secreted to blood	0.8523447292134831	GPHA2	protein_coding	glycoprotein hormone subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:18054]
ENSG00000149972	CNTN5	O94779	Intracellular or membrane-bound	5.339171350217212	CNTN5	protein_coding	contactin 5 [Source:HGNC Symbol;Acc:HGNC:2175]
ENSG00000150275	PCDH15	Q96QU1	Intracellular or membrane-bound	0.03677659737952809	PCDH15	protein_coding	protocadherin related 15 [Source:HGNC Symbol;Acc:HGNC:14674]
ENSG00000150281	CTF1	Q16619	Secreted to blood	0.09564080898876404	CTF1	protein_coding	cardiotrophin 1 [Source:HGNC Symbol;Acc:HGNC:2499]
ENSG00000150527	CTAGE5	O15320,Q96PC5	Intracellular or membrane-bound	57.65929481519557	MIA2	protein_coding	MIA SH3 domain ER export factor 2 [Source:HGNC Symbol;Acc:HGNC:18432]
ENSG00000150551	LYPD1	Q8N2G4	Intracellular or membrane-bound	12.173754101123595	LYPD1	protein_coding	LY6/PLAUR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28431]
ENSG00000150556	LYPD6B	Q8NI32	Intracellular or membrane-bound	7.072806969388642	LYPD6B	protein_coding	LY6/PLAUR domain containing 6B [Source:HGNC Symbol;Acc:HGNC:27018]
ENSG00000150630	VEGFC	P49767	Secreted to blood	2.431839714606742	VEGFC	protein_coding	vascular endothelial growth factor C [Source:HGNC Symbol;Acc:HGNC:12682]
ENSG00000150656	CNDP1	Q96KN2	Locally secreted in brain	0.5366401370340231	CNDP1	protein_coding	carnosine dipeptidase 1 [Source:HGNC Symbol;Acc:HGNC:20675]
ENSG00000150687	PRSS23	O95084	Secreted to blood	118.53814850143044	PRSS23	protein_coding	serine protease 23 [Source:HGNC Symbol;Acc:HGNC:14370]
ENSG00000150782	IL18	Q14116	Secreted to blood	12.118081091011236	IL18	protein_coding	interleukin 18 [Source:HGNC Symbol;Acc:HGNC:5986]
ENSG00000150938	CRIM1	Q9NZV1	Intracellular or membrane-bound	24.32403297905618	CRIM1	protein_coding	cysteine rich transmembrane BMP regulator 1 [Source:HGNC Symbol;Acc:HGNC:2359]
ENSG00000151006	PRSS53	Q2L4Q9	Secreted - unknown location	0.18469054418764044	PRSS53	protein_coding	serine protease 53 [Source:HGNC Symbol;Acc:HGNC:34407]
ENSG00000151033	LYZL2	Q7Z4W2	Locally secreted in male tissues	0	LYZL2	protein_coding	lysozyme like 2 [Source:HGNC Symbol;Acc:HGNC:29613]
ENSG00000151092	NGLY1	Q96IV0	Intracellular or membrane-bound	22.095686120824922	NGLY1	protein_coding	N-glycanase 1 [Source:HGNC Symbol;Acc:HGNC:17646]
ENSG00000151176	PLBD2	Q8NHP8	Intracellular or membrane-bound	29.667075633707864	PLBD2	protein_coding	phospholipase B domain containing 2 [Source:HGNC Symbol;Acc:HGNC:27283]
ENSG00000151233	GXYLT1	Q4G148	Intracellular or membrane-bound	9.09701509207191	GXYLT1	protein_coding	glucoside xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:27482]
ENSG00000151327	FAM177A1	Q8N128	Secreted to blood	53.362914393839866	FAM177A1	protein_coding	family with sequence similarity 177 member A1 [Source:HGNC Symbol;Acc:HGNC:19829]
ENSG00000151388	ADAMTS12	P58397	Locally secreted to extracellular matrix	12.094258280898877	ADAMTS12	protein_coding	ADAM metallopeptidase with thrombospondin type 1 motif 12 [Source:HGNC Symbol;Acc:HGNC:14605]
ENSG00000151413	NUBPL	Q8TB37	Intracellular or membrane-bound	5.683857471611873	NUBPL	protein_coding	nucleotide binding protein like [Source:HGNC Symbol;Acc:HGNC:20278]
ENSG00000151468	CCDC3	Q9BQI4	Secreted to blood	2.137560826966292	CCDC3	protein_coding	coiled-coil domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23813]
ENSG00000151490	PTPRO	Q16827	Intracellular or membrane-bound	0.47964986968443246	PTPRO	protein_coding	protein tyrosine phosphatase receptor type O [Source:HGNC Symbol;Acc:HGNC:9678]
ENSG00000151651	ADAM8	P78325	Intracellular or membrane-bound	1.218138613350486	ADAM8	protein_coding	ADAM metallopeptidase domain 8 [Source:HGNC Symbol;Acc:HGNC:215]
ENSG00000151655	ITIH2	P19823	Secreted to blood	0.9730076504305206	ITIH2	protein_coding	inter-alpha-trypsin inhibitor heavy chain 2 [Source:HGNC Symbol;Acc:HGNC:6167]
ENSG00000151694	ADAM17	P78536	Intracellular or membrane-bound	23.23813452735503	ADAM17	protein_coding	ADAM metallopeptidase domain 17 [Source:HGNC Symbol;Acc:HGNC:195]
ENSG00000151882	CCL28	Q9NRJ3	Secreted to blood	18.57269147191011	CCL28	protein_coding	C-C motif chemokine ligand 28 [Source:HGNC Symbol;Acc:HGNC:17700]
ENSG00000151948	GLT1D1	Q96MS3	Secreted - unknown location	3.950816863494382	GLT1D1	protein_coding	glycosyltransferase 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26483]
ENSG00000152093	CFC1B	P0CG36	Secreted - unknown location	2.260290731984872	CFC1B	protein_coding	cripto, FRL-1, cryptic family 1B [Source:HGNC Symbol;Acc:HGNC:33983]
ENSG00000152266	PTH	P01270	Secreted to blood	0.007364973033707865	PTH	protein_coding	parathyroid hormone [Source:HGNC Symbol;Acc:HGNC:9606]
ENSG00000152377	SPOCK1	Q08629	Secreted to blood	21.069273131559886	SPOCK1	protein_coding	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1 [Source:HGNC Symbol;Acc:HGNC:11251]
ENSG00000152578	GRIA4	P48058	Intracellular or membrane-bound	7.174172007635405	GRIA4	protein_coding	glutamate ionotropic receptor AMPA type subunit 4 [Source:HGNC Symbol;Acc:HGNC:4574]
ENSG00000152580	IGSF10	Q6WRI0	Secreted - unknown location	0.3370996404480879	IGSF10	protein_coding	immunoglobulin superfamily member 10 [Source:HGNC Symbol;Acc:HGNC:26384]
ENSG00000152583	SPARCL1	Q14515	Locally secreted	1.6140071074511175	SPARCL1	protein_coding	SPARC like 1 [Source:HGNC Symbol;Acc:HGNC:11220]
ENSG00000152591	DSPP	Q9NZW4	Locally secreted	0.002193374157303371	DSPP	protein_coding	dentin sialophosphoprotein [Source:HGNC Symbol;Acc:HGNC:3054]
ENSG00000152592	DMP1	Q13316	Locally secreted to extracellular matrix	0	DMP1	protein_coding	dentin matrix acidic phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:2932]
ENSG00000152595	MEPE	Q9NQ76	Locally secreted to extracellular matrix	0.07970119417501333	MEPE	protein_coding	matrix extracellular phosphoglycoprotein [Source:HGNC Symbol;Acc:HGNC:13361]
ENSG00000152785	BMP3	P12645	Locally secreted	NA	BMP3	protein_coding	bone morphogenetic protein 3 [Source:HGNC Symbol;Acc:HGNC:1070]
ENSG00000152952	PLOD2	O00469	Intracellular or membrane-bound	153.64508650485445	PLOD2	protein_coding	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:9082]
ENSG00000152990	ADGRA3	Q8IWK6	Intracellular or membrane-bound	22.368242044202447	ADGRA3	protein_coding	adhesion G protein-coupled receptor A3 [Source:HGNC Symbol;Acc:HGNC:13839]
ENSG00000153002	CPB1	P15086	Locally secreted to GI-tract	1908.4387404507866	CPB1	protein_coding	carboxypeptidase B1 [Source:HGNC Symbol;Acc:HGNC:2299]
ENSG00000153012	LGI2	Q8N0V4	Secreted to blood	1.81888348088809	LGI2	protein_coding	leucine rich repeat LGI family member 2 [Source:HGNC Symbol;Acc:HGNC:18710]
ENSG00000153162	BMP6	P22004	Secreted to blood	1.2773221348314607	BMP6	protein_coding	bone morphogenetic protein 6 [Source:HGNC Symbol;Acc:HGNC:1073]
ENSG00000153246	PLA2R1	Q13018	Secreted to blood	0.8165291415730337	PLA2R1	protein_coding	phospholipase A2 receptor 1 [Source:HGNC Symbol;Acc:HGNC:9042]
ENSG00000153292	ADGRF1	Q5T601	Secreted - unknown location	17.38126934318034	ADGRF1	protein_coding	adhesion G protein-coupled receptor F1 [Source:HGNC Symbol;Acc:HGNC:18990]
ENSG00000153446	C16orf89	Q6UX73	Secreted to blood	0.6442279132913786	C16orf89	protein_coding	chromosome 16 open reading frame 89 [Source:HGNC Symbol;Acc:HGNC:28687]
ENSG00000153498	SPACA7	Q96KW9	Locally secreted in male tissues	0.1315151224719101	SPACA7	protein_coding	sperm acrosome associated 7 [Source:HGNC Symbol;Acc:HGNC:29575]
ENSG00000153563	CD8A	P01732	Intracellular or membrane-bound	1.167064539213483	CD8A	protein_coding	CD8a molecule [Source:HGNC Symbol;Acc:HGNC:1706]
ENSG00000153707	PTPRD	P23468	Intracellular or membrane-bound	1.9265012376929094	PTPRD	protein_coding	protein tyrosine phosphatase receptor type D [Source:HGNC Symbol;Acc:HGNC:9668]
ENSG00000153802	TMPRSS11D	O60235	Intracellular or membrane-bound	0.1799008802108764	TMPRSS11D	protein_coding	transmembrane serine protease 11D [Source:HGNC Symbol;Acc:HGNC:24059]
ENSG00000153902	LGI4	Q8N135	Locally secreted in brain	0.17491771937562153	LGI4	protein_coding	leucine rich repeat LGI family member 4 [Source:HGNC Symbol;Acc:HGNC:18712]
ENSG00000153936	HS2ST1	Q7LGA3	Intracellular or membrane-bound	17.93769229027753	HS2ST1	protein_coding	heparan sulfate 2-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5193]
ENSG00000153993	SEMA3D	O95025	Locally secreted	0.21565345893258428	SEMA3D	protein_coding	semaphorin 3D [Source:HGNC Symbol;Acc:HGNC:10726]
ENSG00000154079	SDHAF4	Q5VUM1	Intracellular or membrane-bound	17.28335215730337	SDHAF4	protein_coding	succinate dehydrogenase complex assembly factor 4 [Source:HGNC Symbol;Acc:HGNC:20957]
ENSG00000154080	CHST9	Q7L1S5	Intracellular or membrane-bound	25.420311314606742	CHST9	protein_coding	carbohydrate sulfotransferase 9 [Source:HGNC Symbol;Acc:HGNC:19898]
ENSG00000154175	ABI3BP	Q7Z7G0	Locally secreted	5.488913459709696	ABI3BP	protein_coding	ABI family member 3 binding protein [Source:HGNC Symbol;Acc:HGNC:17265]
ENSG00000154188	ANGPT1	Q15389	Secreted to blood	0.44373135020898874	ANGPT1	protein_coding	angiopoietin 1 [Source:HGNC Symbol;Acc:HGNC:484]
ENSG00000154252	GAL3ST2	Q9H3Q3	Intracellular or membrane-bound	0.003910795505617978	GAL3ST2	protein_coding	galactose-3-O-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:24869]
ENSG00000154269	ENPP3	O14638	Secreted - unknown location	0.2558556733483146	ENPP3	protein_coding	ectonucleotide pyrophosphatase/phosphodiesterase 3 [Source:HGNC Symbol;Acc:HGNC:3358]
ENSG00000154305	MIA3	Q5JRA6	Intracellular or membrane-bound	71.20233567239326	MIA3	protein_coding	MIA SH3 domain ER export factor 3 [Source:HGNC Symbol;Acc:HGNC:24008]
ENSG00000154342	WNT3A	P56704	Locally secreted to extracellular matrix	0.0018939269662921348	WNT3A	protein_coding	Wnt family member 3A [Source:HGNC Symbol;Acc:HGNC:15983]
ENSG00000154589	LY96	Q9Y6Y9	Secreted to blood	6.488438224719101	LY96	protein_coding	lymphocyte antigen 96 [Source:HGNC Symbol;Acc:HGNC:17156]
ENSG00000154639	CXADR	P78310	Intracellular or membrane-bound	23.369909303370786	CXADR	protein_coding	CXADR Ig-like cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:2559]
ENSG00000154734	ADAMTS1	Q9UHI8	Locally secreted to extracellular matrix	13.807816550764045	ADAMTS1	protein_coding	ADAM metallopeptidase with thrombospondin type 1 motif 1 [Source:HGNC Symbol;Acc:HGNC:217]
ENSG00000154736	ADAMTS5	Q9UNA0	Locally secreted to extracellular matrix	0.9664889617977528	ADAMTS5	protein_coding	ADAM metallopeptidase with thrombospondin type 1 motif 5 [Source:HGNC Symbol;Acc:HGNC:221]
ENSG00000154764	WNT7A	O00755	Locally secreted to extracellular matrix	0.9088918808988764	WNT7A	protein_coding	Wnt family member 7A [Source:HGNC Symbol;Acc:HGNC:12786]
ENSG00000154814	OXNAD1	Q96HP4	Intracellular or membrane-bound	6.275494134903687	OXNAD1	protein_coding	oxidoreductase NAD binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25128]
ENSG00000154975	CA10	Q9NS85	Locally secreted in brain	0.9399846561152444	CA10	protein_coding	carbonic anhydrase 10 [Source:HGNC Symbol;Acc:HGNC:1369]
ENSG00000155008	APOOL	Q6UXV4	Intracellular or membrane-bound	10.226103766107034	APOOL	protein_coding	apolipoprotein O like [Source:HGNC Symbol;Acc:HGNC:24009]
ENSG00000155011	DKK2	Q9UBU2	Locally secreted	0.07184974685393258	DKK2	protein_coding	dickkopf WNT signaling pathway inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:2892]
ENSG00000155304	HSPA13	P48723	Intracellular or membrane-bound	69.54788412359551	HSPA13	protein_coding	heat shock protein family A (Hsp70) member 13 [Source:HGNC Symbol;Acc:HGNC:11375]
ENSG00000155629	PIK3AP1	Q6ZUJ8	Intracellular or membrane-bound	25.324219133629438	PIK3AP1	protein_coding	phosphoinositide-3-kinase adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30034]
ENSG00000155660	PDIA4	P13667	Intracellular or membrane-bound	135.701192752809	PDIA4	protein_coding	protein disulfide isomerase family A member 4 [Source:HGNC Symbol;Acc:HGNC:30167]
ENSG00000155719	OTOA	Q7RTW8	Locally secreted	0.023594096629213482	OTOA	protein_coding	otoancorin [Source:HGNC Symbol;Acc:HGNC:16378]
ENSG00000155893	PXYLP1	Q8TE99	Intracellular or membrane-bound	7.796478837190662	PXYLP1	protein_coding	2-phosphoxylose phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:26303]
ENSG00000155903	RASA2	Q15283	Intracellular or membrane-bound	6.663508653935953	RASA2	protein_coding	RAS p21 protein activator 2 [Source:HGNC Symbol;Acc:HGNC:9872]
ENSG00000156076	WIF1	Q9Y5W5	Locally secreted to extracellular matrix	0.019755680898876405	WIF1	protein_coding	WNT inhibitory factor 1 [Source:HGNC Symbol;Acc:HGNC:18081]
ENSG00000156096	UGT2B4	P06133	Intracellular or membrane-bound	0.9924512750494044	UGT2B4	protein_coding	UDP glucuronosyltransferase family 2 member B4 [Source:HGNC Symbol;Acc:HGNC:12553]
ENSG00000156140	ADAMTS3	O15072	Locally secreted to extracellular matrix	0.414652027266259	ADAMTS3	protein_coding	ADAM metallopeptidase with thrombospondin type 1 motif 3 [Source:HGNC Symbol;Acc:HGNC:219]
ENSG00000156218	ADAMTSL3	P82987	Locally secreted	1.5301588763078238	ADAMTSL3	protein_coding	ADAMTS like 3 [Source:HGNC Symbol;Acc:HGNC:14633]
ENSG00000156219	ART3	Q13508	Intracellular or membrane-bound	0.2350184250345719	ART3	protein_coding	ADP-ribosyltransferase 3 (inactive) [Source:HGNC Symbol;Acc:HGNC:725]
ENSG00000156234	CXCL13	O43927	Secreted to blood	0.18364864494382022	CXCL13	protein_coding	C-X-C motif chemokine ligand 13 [Source:HGNC Symbol;Acc:HGNC:10639]
ENSG00000156427	FGF18	O76093	Locally secreted	0.1766133404494382	FGF18	protein_coding	fibroblast growth factor 18 [Source:HGNC Symbol;Acc:HGNC:3674]
ENSG00000156466	GDF6	Q6KF10	Secreted to blood	0.3134787764044944	GDF6	protein_coding	growth differentiation factor 6 [Source:HGNC Symbol;Acc:HGNC:4221]
ENSG00000156574	NODAL	Q96S42	Secreted to blood	0.10919103651685394	NODAL	protein_coding	nodal growth differentiation factor [Source:HGNC Symbol;Acc:HGNC:7865]
ENSG00000156575	PRG3	Q9Y2Y8	Locally secreted	0.0017373370786516855	PRG3	protein_coding	proteoglycan 3, pro eosinophil major basic protein 2 [Source:HGNC Symbol;Acc:HGNC:9363]
ENSG00000156928	MALSU1	Q96EH3	Intracellular or membrane-bound	35.061664033707864	MALSU1	protein_coding	mitochondrial assembly of ribosomal large subunit 1 [Source:HGNC Symbol;Acc:HGNC:21721]
ENSG00000156966	B3GNT7	Q8NFL0	Intracellular or membrane-bound	5.093231258426966	B3GNT7	protein_coding	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:18811]
ENSG00000157005	SST	P61278	Secreted to blood	7794.808887640449	SST	protein_coding	somatostatin [Source:HGNC Symbol;Acc:HGNC:11329]
ENSG00000157017	GHRL	Q9UBU3	Secreted to blood	30.178975163172396	GHRL	protein_coding	ghrelin and obestatin prepropeptide [Source:HGNC Symbol;Acc:HGNC:18129]
ENSG00000157036	EXOG	Q9Y2C4	Intracellular or membrane-bound	6.922351302057264	EXOG	protein_coding	exo/endonuclease G [Source:HGNC Symbol;Acc:HGNC:3347]
ENSG00000157093	LYZL4	Q96KX0	Locally secreted in male tissues	0	LYZL4	protein_coding	lysozyme like 4 [Source:HGNC Symbol;Acc:HGNC:28387]
ENSG00000157131	C8A	P07357	Secreted to blood	0.12218045280898876	C8A	protein_coding	complement C8 alpha chain [Source:HGNC Symbol;Acc:HGNC:1352]
ENSG00000157150	TIMP4	Q99727	Locally secreted to extracellular matrix	1.496135831460674	TIMP4	protein_coding	TIMP metallopeptidase inhibitor 4 [Source:HGNC Symbol;Acc:HGNC:11823]
ENSG00000157168	NRG1	Q02297	Secreted to blood	2.766376527379705	NRG1	protein_coding	neuregulin 1 [Source:HGNC Symbol;Acc:HGNC:7997]
ENSG00000157193	LRP8	Q14114	Locally secreted	7.704242542769729	LRP8	protein_coding	LDL receptor related protein 8 [Source:HGNC Symbol;Acc:HGNC:6700]
ENSG00000157211	CDCP2	Q5VXM1	Secreted - unknown location	0.005504047191011236	CDCP2	protein_coding	CUB domain containing protein 2 [Source:HGNC Symbol;Acc:HGNC:27297]
ENSG00000157322	CLEC18A	A5D8T8	Secreted to blood	0.1145695578476061	CLEC18A	protein_coding	C-type lectin domain family 18 member A [Source:HGNC Symbol;Acc:HGNC:30388]
ENSG00000157335	CLEC18C	Q8NCF0	Secreted to blood	0.0523463797391542	CLEC18C	protein_coding	C-type lectin domain family 18 member C [Source:HGNC Symbol;Acc:HGNC:28538]
ENSG00000157350	ST3GAL2	Q16842	Intracellular or membrane-bound	7.44848693766282	ST3GAL2	protein_coding	ST3 beta-galactoside alpha-2,3-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10863]
ENSG00000157368	IL34	Q6ZMJ4	Secreted to blood	0.21817577748140451	IL34	protein_coding	interleukin 34 [Source:HGNC Symbol;Acc:HGNC:28529]
ENSG00000157617	C2CD2	Q9Y426	Intracellular or membrane-bound	9.849422170885394	C2CD2	protein_coding	C2 calcium dependent domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1266]
ENSG00000157766	ACAN	NA	Locally secreted to extracellular matrix	0.06301713442662485	ACAN	protein_coding	aggrecan [Source:HGNC Symbol;Acc:HGNC:319]
ENSG00000157782	CABP1	Q9NZU7	Intracellular or membrane-bound	1.4805634898876405	CABP1	protein_coding	calcium binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1384]
