source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence
Duct	INS/SST	IGF1	ITGA6_ITGB4	3.6699919986240064e-15	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
Endothelial	INS/SST	IGF1	ITGA6_ITGB4	2.0664103847351363e-15	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
Pericytes	INS/SST	IGF1	ITGA6_ITGB4	9.59991879860215e-14	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
INS/SST	INS/SST	IGF1	ITGA6_ITGB4	3.985509574836868e-15	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
INS/GCG	INS/SST	IGF1	ITGA6_ITGB4	7.489155954462187e-15	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
PPY	INS/SST	IGF1	ITGA6_ITGB4	1.0918874161651278e-15	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
Delta	INS/SST	IGF1	ITGA6_ITGB4	4.778155143210461e-15	0.01	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
Beta	INS/SST	IGF1	ITGA6_ITGB4	7.10780470949047e-14	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
Duct	INS/GCG	IGF1	ITGA6_ITGB4	6.9063681980320324e-15	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
Endothelial	INS/GCG	IGF1	ITGA6_ITGB4	3.8886708664673475e-15	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
Pericytes	INS/GCG	IGF1	ITGA6_ITGB4	1.8065590856633805e-13	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
INS/SST	INS/GCG	IGF1	ITGA6_ITGB4	7.50012441196507e-15	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
INS/GCG	INS/GCG	IGF1	ITGA6_ITGB4	1.409345538992322e-14	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
PPY	INS/GCG	IGF1	ITGA6_ITGB4	2.0547664762379794e-15	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
Delta	INS/GCG	IGF1	ITGA6_ITGB4	8.991763126106176e-15	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
Beta	INS/GCG	IGF1	ITGA6_ITGB4	1.3375810198455618e-13	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
Pericytes	PPY	IGF1	ITGA6_ITGB4	4.526443542652641e-14	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
INS/SST	PPY	IGF1	ITGA6_ITGB4	1.879201736638618e-15	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
INS/GCG	PPY	IGF1	ITGA6_ITGB4	3.5312008693798517e-15	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
Endothelial	Delta	IGF1	ITGA6_ITGB4	5.2605386935002905e-15	0.02	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
Pericytes	Delta	IGF1	ITGA6_ITGB4	2.4438874616226845e-13	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
INS/SST	Delta	IGF1	ITGA6_ITGB4	1.014606173437471e-14	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
INS/GCG	Delta	IGF1	ITGA6_ITGB4	1.906542619596043e-14	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
Beta	Delta	IGF1	ITGA6_ITGB4	1.809460597775804e-13	0.02	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
Pericytes	Beta	IGF1	ITGA6_ITGB4	2.161804515364888e-12	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
INS/SST	Beta	IGF1	ITGA6_ITGB4	8.974964033596957e-14	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
INS/GCG	Beta	IGF1	ITGA6_ITGB4	1.6864820939756952e-13	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
Beta	Beta	IGF1	ITGA6_ITGB4	1.6006056547206631e-12	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
Duct	Alpha	IGF1	ITGA6_ITGB4	1.6066087178914587e-13	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
Endothelial	Alpha	IGF1	ITGA6_ITGB4	9.046104024481955e-14	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
Pericytes	Alpha	IGF1	ITGA6_ITGB4	4.202546828077077e-12	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
INS/SST	Alpha	IGF1	ITGA6_ITGB4	1.74473253090842e-13	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
INS/GCG	Alpha	IGF1	ITGA6_ITGB4	3.278520293940458e-13	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
PPY	Alpha	IGF1	ITGA6_ITGB4	4.779944595041598e-14	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
Delta	Alpha	IGF1	ITGA6_ITGB4	2.091728186709409e-13	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
Beta	Alpha	IGF1	ITGA6_ITGB4	3.1115765417523776e-12	0	IGF1_ITGA6_ITGB4	IGF1 - (ITGA6+ITGB4)	IGF	Secreted Signaling	PMID: 28190785; PMID: 28873464
Immune	Immune	CCL5	CCR1	3.281995891392946e-16	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Duct	Immune	CCL5	CCR1	1.1037936273493111e-17	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Endothelial	Immune	CCL5	CCR1	2.5524327515438095e-16	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Pericytes	Immune	CCL5	CCR1	2.3292298773566776e-16	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Acinar	Immune	CCL5	CCR1	5.221191437092032e-18	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
INS/SST	Immune	CCL5	CCR1	3.8156379263617777e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
INS/GCG	Immune	CCL5	CCR1	7.984142183872332e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
PPY	Immune	CCL5	CCR1	3.7968732711626245e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Delta	Immune	CCL5	CCR1	8.87808677203133e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Beta	Immune	CCL5	CCR1	1.1296958260806056e-17	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Alpha	Immune	CCL5	CCR1	1.0838710396456522e-17	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Immune	Duct	CCL5	CCR1	9.484911521809322e-18	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Duct	Duct	CCL5	CCR1	3.1899445456958645e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Endothelial	Duct	CCL5	CCR1	7.376486629732523e-18	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Pericytes	Duct	CCL5	CCR1	6.731434172892061e-18	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Acinar	Duct	CCL5	CCR1	1.508915320229231e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
INS/SST	Duct	CCL5	CCR1	1.1027127798133178e-20	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
INS/GCG	Duct	CCL5	CCR1	2.307403320733187e-20	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
PPY	Duct	CCL5	CCR1	1.0972898268245285e-20	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Delta	Duct	CCL5	CCR1	2.5657517649074136e-20	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Beta	Duct	CCL5	CCR1	3.264801453288419e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Alpha	Duct	CCL5	CCR1	3.1323686108404504e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Immune	Endothelial	CCL5	CCR1	2.1933084422614535e-16	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Duct	Endothelial	CCL5	CCR1	7.37648662973253e-18	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Endothelial	Endothelial	CCL5	CCR1	1.7057523796766048e-16	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Pericytes	Endothelial	CCL5	CCR1	1.5565892592788837e-16	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Acinar	Endothelial	CCL5	CCR1	3.48924362966985e-18	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
INS/SST	Endothelial	CCL5	CCR1	2.549933379783521e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
INS/GCG	Endothelial	CCL5	CCR1	5.335682016088515e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
PPY	Endothelial	CCL5	CCR1	2.5373932432255214e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Delta	Endothelial	CCL5	CCR1	5.9330917255565925e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Beta	Endothelial	CCL5	CCR1	7.5495871241424e-18	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Alpha	Endothelial	CCL5	CCR1	7.24334697555642e-18	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Immune	Pericytes	CCL5	CCR1	2.0015099519773886e-16	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Duct	Pericytes	CCL5	CCR1	6.731434172892061e-18	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Endothelial	Pericytes	CCL5	CCR1	1.5565892592788822e-16	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Pericytes	Pericytes	CCL5	CCR1	1.4204700230640866e-16	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Acinar	Pericytes	CCL5	CCR1	3.1841193491267034e-18	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
INS/SST	Pericytes	CCL5	CCR1	2.3269490684205446e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
INS/GCG	Pericytes	CCL5	CCR1	4.869092030074715e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
PPY	Pericytes	CCL5	CCR1	2.315505530596046e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Delta	Pericytes	CCL5	CCR1	5.414259985415624e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Beta	Pericytes	CCL5	CCR1	6.889397528877516e-18	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Alpha	Pericytes	CCL5	CCR1	6.609937197045e-18	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Immune	Acinar	CCL5	CCR1	4.486575895366641e-18	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Duct	Acinar	CCL5	CCR1	1.5089153202292328e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Endothelial	Acinar	CCL5	CCR1	3.489243629669849e-18	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Pericytes	Acinar	CCL5	CCR1	3.184119349126706e-18	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Acinar	Acinar	CCL5	CCR1	7.137507912777246e-20	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
INS/SST	Acinar	CCL5	CCR1	5.2160787858144764e-21	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
INS/GCG	Acinar	CCL5	CCR1	1.0914535255165723e-20	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
PPY	Acinar	CCL5	CCR1	5.190427001814947e-21	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Delta	Acinar	CCL5	CCR1	1.2136581343389617e-20	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Beta	Acinar	CCL5	CCR1	1.5443243165529448e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Alpha	Acinar	CCL5	CCR1	1.481680611620559e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Immune	INS/SST	CCL5	CCR1	3.2787821232226933e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Duct	INS/SST	CCL5	CCR1	1.1027127798133175e-20	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Endothelial	INS/SST	CCL5	CCR1	2.5499333797835173e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Pericytes	INS/SST	CCL5	CCR1	2.326949068420543e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Acinar	INS/SST	CCL5	CCR1	5.216078785814471e-21	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
INS/SST	INS/SST	CCL5	CCR1	3.811901609400413e-22	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
INS/GCG	INS/SST	CCL5	CCR1	7.976324019140987e-22	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
PPY	INS/SST	CCL5	CCR1	3.7931553287695057e-22	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Immune	INS/GCG	CCL5	CCR1	6.860782696619715e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Duct	INS/GCG	CCL5	CCR1	2.307403320733187e-20	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Endothelial	INS/GCG	CCL5	CCR1	5.335682016088508e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Pericytes	INS/GCG	CCL5	CCR1	4.869092030074714e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Acinar	INS/GCG	CCL5	CCR1	1.0914535255165711e-20	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
INS/SST	INS/GCG	CCL5	CCR1	7.976324019140989e-22	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
INS/GCG	INS/GCG	CCL5	CCR1	1.669029040556289e-21	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
PPY	INS/GCG	CCL5	CCR1	7.937097820831693e-22	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Alpha	INS/GCG	CCL5	CCR1	2.2657565455693495e-20	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Immune	PPY	CCL5	CCR1	3.262657633110478e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Duct	PPY	CCL5	CCR1	1.0972898268245288e-20	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Endothelial	PPY	CCL5	CCR1	2.5373932432255195e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Pericytes	PPY	CCL5	CCR1	2.3155055305960467e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Acinar	PPY	CCL5	CCR1	5.190427001814944e-21	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
INS/SST	PPY	CCL5	CCR1	3.7931553287695086e-22	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
INS/GCG	PPY	CCL5	CCR1	7.937097820831697e-22	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
PPY	PPY	CCL5	CCR1	3.7745012391428565e-22	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Immune	Delta	CCL5	CCR1	7.62895032451678e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Duct	Delta	CCL5	CCR1	2.5657517649074193e-20	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Endothelial	Delta	CCL5	CCR1	5.933091725556598e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Pericytes	Delta	CCL5	CCR1	5.414259985415635e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Acinar	Delta	CCL5	CCR1	1.2136581343389633e-20	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Immune	Beta	CCL5	CCR1	9.70748941780276e-18	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Duct	Beta	CCL5	CCR1	3.2648014532884223e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Endothelial	Beta	CCL5	CCR1	7.5495871241424e-18	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Pericytes	Beta	CCL5	CCR1	6.8893975288775224e-18	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Acinar	Beta	CCL5	CCR1	1.5443243165529448e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Immune	Alpha	CCL5	CCR1	9.313716493161852e-18	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Duct	Alpha	CCL5	CCR1	3.132368610840451e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Endothelial	Alpha	CCL5	CCR1	7.243346975556414e-18	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Pericytes	Alpha	CCL5	CCR1	6.6099371970450005e-18	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Acinar	Alpha	CCL5	CCR1	1.4816806116205577e-19	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
INS/GCG	Alpha	CCL5	CCR1	2.2657565455693504e-20	0	CCL5_CCR1	CCL5 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Immune	Immune	CCL3	CCR1	1.5180742514900043e-15	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Duct	Immune	CCL3	CCR1	1.9729240887137074e-16	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Endothelial	Immune	CCL3	CCR1	3.8016294425804694e-16	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Pericytes	Immune	CCL3	CCR1	4.447291090016997e-16	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Acinar	Immune	CCL3	CCR1	7.996323239272137e-17	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
INS/SST	Immune	CCL3	CCR1	5.834466938969789e-18	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
INS/GCG	Immune	CCL3	CCR1	1.1848334018551465e-17	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
PPY	Immune	CCL3	CCR1	6.119899471195321e-18	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Delta	Immune	CCL3	CCR1	1.1003136690183922e-17	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Beta	Immune	CCL3	CCR1	1.6225518022630546e-16	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Alpha	Immune	CCL3	CCR1	1.4813491185155585e-16	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Immune	Duct	CCL3	CCR1	4.38720840622546e-17	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Duct	Duct	CCL3	CCR1	5.701716588996276e-18	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Endothelial	Duct	CCL3	CCR1	1.0986643521783122e-17	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Pericytes	Duct	CCL3	CCR1	1.285259454690177e-17	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Acinar	Duct	CCL3	CCR1	2.3109236247462872e-18	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
INS/SST	Duct	CCL3	CCR1	1.686150882543791e-19	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
INS/GCG	Duct	CCL3	CCR1	3.42414809630962e-19	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
PPY	Duct	CCL3	CCR1	1.7686403920659432e-19	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Delta	Duct	CCL3	CCR1	3.1798875261388586e-19	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Beta	Duct	CCL3	CCR1	4.6891467240733004e-18	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Alpha	Duct	CCL3	CCR1	4.281073403393271e-18	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Immune	Endothelial	CCL3	CCR1	1.0145061672848564e-15	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Duct	Endothelial	CCL3	CCR1	1.3184754650983137e-16	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Endothelial	Endothelial	CCL3	CCR1	2.5405717210133164e-16	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Pericytes	Endothelial	CCL3	CCR1	2.9720576791995585e-16	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Acinar	Endothelial	CCL3	CCR1	5.343822432044169e-17	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
INS/SST	Endothelial	CCL3	CCR1	3.899086414394881e-18	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
INS/GCG	Endothelial	CCL3	CCR1	7.918063241798974e-18	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
PPY	Endothelial	CCL3	CCR1	4.089836678346758e-18	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
Delta	Endothelial	CCL3	CCR1	7.35323059213238e-18	0	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	KEGG: hsa04060
