yourlist:M20211026A084FC58F6BBA219896F365D15F2EB442507C2G	isomap:M20211026A084FC58F6BBA219896F365D15F2EB442507C2G	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
ENSG00000116014		Q969F8	KISSR_HUMAN	reviewed	KiSS-1 receptor (KiSS-1R) (G-protein coupled receptor 54) (G-protein coupled receptor OT7T175) (hOT7T175) (Hypogonadotropin-1) (Kisspeptins receptor) (Metastin receptor)	KISS1R AXOR12 GPR54	Homo sapiens (Human)	398
ENSG00000116014		K7EQ45	K7EQ45_HUMAN	unreviewed	KiSS-1 receptor (Fragment)	KISS1R	Homo sapiens (Human)	97
ENSG00000116014		U3KQ86	U3KQ86_HUMAN	unreviewed	KiSS-1 receptor	KISS1R	Homo sapiens (Human)	226
ENSG00000157404	ENSG00000157404 -> P10721-1;P10721-2	P10721	KIT_HUMAN	reviewed	Mast/stem cell growth factor receptor Kit (SCFR) (EC 2.7.10.1) (Piebald trait protein) (PBT) (Proto-oncogene c-Kit) (Tyrosine-protein kinase Kit) (p145 c-kit) (v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog) (CD antigen CD117)	KIT SCFR	Homo sapiens (Human)	976
ENSG00000134962		Q86Z14	KLOTB_HUMAN	reviewed	Beta-klotho (BKL) (BetaKlotho) (Klotho beta-like protein)	KLB	Homo sapiens (Human)	1044
ENSG00000134545	ENSG00000134545 -> P26715-1;P26715-2	P26715	NKG2A_HUMAN	reviewed	NKG2-A/NKG2-B type II integral membrane protein (CD159 antigen-like family member A) (NK cell receptor A) (NKG2-A/B-activating NK receptor) (CD antigen CD159a)	KLRC1 NKG2A	Homo sapiens (Human)	233
ENSG00000134545		F5GYZ0	F5GYZ0_HUMAN	unreviewed	NKG2-A/NKG2-B type II integral membrane protein	KLRC1	Homo sapiens (Human)	228
ENSG00000134545		H0YGB7	H0YGB7_HUMAN	unreviewed	NKG2-A/NKG2-B type II integral membrane protein (Fragment)	KLRC1	Homo sapiens (Human)	77
ENSG00000205809		P26717	NKG2C_HUMAN	reviewed	NKG2-C type II integral membrane protein (CD159 antigen-like family member C) (NK cell receptor C) (NKG2-C-activating NK receptor) (CD antigen CD159c)	KLRC2 NKG2C	Homo sapiens (Human)	231
ENSG00000205809		A0A087WV37	A0A087WV37_HUMAN	unreviewed	NKG2-C type II integral membrane protein	KLRC2	Homo sapiens (Human)	124
ENSG00000205809		F5H518	F5H518_HUMAN	unreviewed	NKG2-C type II integral membrane protein	KLRC2	Homo sapiens (Human)	172
ENSG00000205809		H0YFK4	H0YFK4_HUMAN	unreviewed	NKG2-C type II integral membrane protein (Fragment)	KLRC2	Homo sapiens (Human)	103
ENSG00000205809		H0YGY2	H0YGY2_HUMAN	unreviewed	NKG2-C type II integral membrane protein (Fragment)	KLRC2	Homo sapiens (Human)	85
ENSG00000205809		J3KPJ4	J3KPJ4_HUMAN	unreviewed	NKG2-C type II integral membrane protein	KLRC2	Homo sapiens (Human)	231
ENSG00000134539	ENSG00000134539 -> Q13241-1;Q13241-3	Q13241	KLRD1_HUMAN	reviewed	Natural killer cells antigen CD94 (KP43) (Killer cell lectin-like receptor subfamily D member 1) (NK cell receptor) (CD antigen CD94)	KLRD1 CD94	Homo sapiens (Human)	179
ENSG00000134539		E9PCX9	E9PCX9_HUMAN	unreviewed	Natural killer cells antigen CD94	KLRD1	Homo sapiens (Human)	72
ENSG00000134539		F5GX94	F5GX94_HUMAN	unreviewed	Natural killer cells antigen CD94	KLRD1	Homo sapiens (Human)	106
ENSG00000134539		F5H2B7	F5H2B7_HUMAN	unreviewed	Natural killer cells antigen CD94	KLRD1	Homo sapiens (Human)	139
ENSG00000134539		F6WZH4	F6WZH4_HUMAN	unreviewed	Natural killer cells antigen CD94	KLRD1	Homo sapiens (Human)	158
ENSG00000134539		H0YFB8	H0YFB8_HUMAN	unreviewed	Natural killer cells antigen CD94 (Fragment)	KLRD1	Homo sapiens (Human)	51
ENSG00000139187	ENSG00000139187 -> Q96E93-1;Q96E93-2	Q96E93	KLRG1_HUMAN	reviewed	Killer cell lectin-like receptor subfamily G member 1 (C-type lectin domain family 15 member A) (ITIM-containing receptor MAFA-L) (MAFA-like receptor) (Mast cell function-associated antigen)	KLRG1 CLEC15A MAFA MAFAL	Homo sapiens (Human)	195
ENSG00000139187		F5H207	F5H207_HUMAN	unreviewed	Killer cell lectin-like receptor subfamily G member 1 (Fragment)	KLRG1	Homo sapiens (Human)	81
ENSG00000139187		F5H8E3	F5H8E3_HUMAN	unreviewed	Killer cell lectin-like receptor subfamily G member 1 (Fragment)	KLRG1	Homo sapiens (Human)	80
ENSG00000213809		P26718	NKG2D_HUMAN	reviewed	NKG2-D type II integral membrane protein (Killer cell lectin-like receptor subfamily K member 1) (NK cell receptor D) (NKG2-D-activating NK receptor) (CD antigen CD314)	KLRK1 D12S2489E NKG2D	Homo sapiens (Human)	216
ENSG00000213809		Q8WZ67	Q8WZ67_HUMAN	unreviewed	NKG2-D type II integral membrane protein	KLRK1	Homo sapiens (Human)	80
ENSG00000183762	ENSG00000183762 -> Q96MU8-1;Q96MU8-2;Q96MU8-3	Q96MU8	KREM1_HUMAN	reviewed	Kremen protein 1 (Dickkopf receptor) (Kringle domain-containing transmembrane protein 1) (Kringle-containing protein marking the eye and the nose)	KREMEN1 KREMEN KRM1	Homo sapiens (Human)	473
ENSG00000183762		H7BZ87	H7BZ87_HUMAN	unreviewed	Kremen protein 1 (Fragment)	KREMEN1	Homo sapiens (Human)	82
ENSG00000131650	ENSG00000131650 -> Q8NCW0-1;Q8NCW0-2;Q8NCW0-3;Q8NCW0-4;Q8NCW0-5;Q8NCW0-6	Q8NCW0	KREM2_HUMAN	reviewed	Kremen protein 2 (Dickkopf receptor 2) (Kringle domain-containing transmembrane protein 2) (Kringle-containing protein marking the eye and the nose)	KREMEN2 KRM2	Homo sapiens (Human)	462
ENSG00000185896	ENSG00000185896 -> P11279-1	P11279	LAMP1_HUMAN	reviewed	Lysosome-associated membrane glycoprotein 1 (LAMP-1) (Lysosome-associated membrane protein 1) (CD107 antigen-like family member A) (CD antigen CD107a)	LAMP1	Homo sapiens (Human)	417
ENSG00000130164	ENSG00000130164 -> P01130-1;P01130-2;P01130-3;P01130-4;P01130-5	P01130	LDLR_HUMAN	reviewed	Low-density lipoprotein receptor (LDL receptor)	LDLR	Homo sapiens (Human)	860
ENSG00000130164		H0YM92	H0YM92_HUMAN	unreviewed	Low-density lipoprotein receptor (Fragment)	LDLR	Homo sapiens (Human)	309
ENSG00000130164		H0YMD1	H0YMD1_HUMAN	unreviewed	Low-density lipoprotein receptor	LDLR	Homo sapiens (Human)	948
ENSG00000130164		H0YMQ3	H0YMQ3_HUMAN	unreviewed	Low-density lipoprotein receptor (Fragment)	LDLR	Homo sapiens (Human)	170
ENSG00000130164		J3KMZ9	J3KMZ9_HUMAN	unreviewed	Low-density lipoprotein receptor (Fragment)	LDLR	Homo sapiens (Human)	945
ENSG00000116678	ENSG00000116678 -> P48357-1;P48357-2;P48357-3;P48357-4	P48357	LEPR_HUMAN	reviewed	Leptin receptor (LEP-R) (HuB219) (OB receptor) (OB-R) (CD antigen CD295)	LEPR DB OBR	Homo sapiens (Human)	1165
ENSG00000205213	ENSG00000205213 -> Q9BXB1-1;Q9BXB1-2	Q9BXB1	LGR4_HUMAN	reviewed	Leucine-rich repeat-containing G-protein coupled receptor 4 (G-protein coupled receptor 48)	LGR4 GPR48	Homo sapiens (Human)	951
ENSG00000205213		E9PK51	E9PK51_HUMAN	unreviewed	Leucine-rich repeat-containing G-protein-coupled receptor 4	LGR4	Homo sapiens (Human)	158
ENSG00000139292	ENSG00000139292 -> O75473-1;O75473-2;O75473-3	O75473	LGR5_HUMAN	reviewed	Leucine-rich repeat-containing G-protein coupled receptor 5 (G-protein coupled receptor 49) (G-protein coupled receptor 67) (G-protein coupled receptor HG38)	LGR5 GPR49 GPR67	Homo sapiens (Human)	907
ENSG00000133067	ENSG00000133067 -> Q9HBX8-1;Q9HBX8-2;Q9HBX8-3	Q9HBX8	LGR6_HUMAN	reviewed	Leucine-rich repeat-containing G-protein coupled receptor 6	LGR6 UNQ6427/PRO21331 VTS20631	Homo sapiens (Human)	967
ENSG00000133067		D6R9F0	D6R9F0_HUMAN	unreviewed	Leucine-rich repeat-containing G-protein-coupled receptor 6	LGR6	Homo sapiens (Human)	348
ENSG00000133067		Q5T508	Q5T508_HUMAN	unreviewed	Leucine-rich repeat-containing G-protein-coupled receptor 6 (Fragment)	LGR6	Homo sapiens (Human)	232
ENSG00000138039	ENSG00000138039 -> P22888-1	P22888	LSHR_HUMAN	reviewed	Lutropin-choriogonadotropic hormone receptor (LH/CG-R) (Luteinizing hormone receptor) (LHR) (LSH-R)	LHCGR LCGR LGR2 LHRHR	Homo sapiens (Human)	699
ENSG00000138039		E7ENI1	E7ENI1_HUMAN	unreviewed	Lutropin-choriogonadotropic hormone receptor	LHCGR	Homo sapiens (Human)	672
ENSG00000138039		E7EQB5	E7EQB5_HUMAN	unreviewed	Lutropin-choriogonadotropic hormone receptor	LHCGR	Homo sapiens (Human)	325
ENSG00000138039		E7ESK4	E7ESK4_HUMAN	unreviewed	Lutropin-choriogonadotropic hormone receptor	LHCGR	Homo sapiens (Human)	329
ENSG00000138039		H7C226	H7C226_HUMAN	unreviewed	Lutropin-choriogonadotropic hormone receptor (Fragment)	LHCGR	Homo sapiens (Human)	175
ENSG00000113594	ENSG00000113594 -> P42702-1	P42702	LIFR_HUMAN	reviewed	Leukemia inhibitory factor receptor (LIF receptor) (LIF-R) (CD antigen CD118)	LIFR	Homo sapiens (Human)	1097
ENSG00000113594		D6RF33	D6RF33_HUMAN	unreviewed	Leukemia inhibitory factor receptor (Fragment)	LIFR	Homo sapiens (Human)	125
ENSG00000113594		D6RJ94	D6RJ94_HUMAN	unreviewed	Leukemia inhibitory factor receptor (Fragment)	LIFR	Homo sapiens (Human)	74
ENSG00000113594		H0YAF2	H0YAF2_HUMAN	unreviewed	Leukemia inhibitory factor receptor (Fragment)	LIFR	Homo sapiens (Human)	66
ENSG00000273884		A0A0G2JMJ0	A0A0G2JMJ0_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily A member 3	LILRA3	Homo sapiens (Human)	205
ENSG00000273884,ENSG00000278046,ENSG00000276175		A0A0G2JLV5	A0A0G2JLV5_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily A member 3 (Fragment)	LILRA3	Homo sapiens (Human)	105
ENSG00000273884,ENSG00000278046,ENSG00000276175		A0A0G2JM97	A0A0G2JM97_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily A member 3 (Fragment)	LILRA3	Homo sapiens (Human)	37
ENSG00000273884,ENSG00000278046,ENSG00000276175,ENSG00000275841	ENSG00000275841 -> Q8N6C8-1;Q8N6C8-2,ENSG00000276175 -> Q8N6C8-1,ENSG00000278046 -> Q8N6C8-1,ENSG00000273884 -> Q8N6C8-1	Q8N6C8	LIRA3_HUMAN	reviewed	Leukocyte immunoglobulin-like receptor subfamily A member 3 (CD85 antigen-like family member E) (Immunoglobulin-like transcript 6) (ILT-6) (Leukocyte immunoglobulin-like receptor 4) (LIR-4) (Monocyte inhibitory receptor HM43/HM31) (CD antigen CD85e)	LILRA3 ILT6 LIR4	Homo sapiens (Human)	439
ENSG00000275841		A0A0G2JM99	A0A0G2JM99_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily A member 3 (Fragment)	LILRA3	Homo sapiens (Human)	254
ENSG00000273884,ENSG00000278046,ENSG00000276175,ENSG00000275841		A0A0G2JMY9	A0A0G2JMY9_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily A member 3	LILRA3	Homo sapiens (Human)	489
ENSG00000276452		A0A0G2JMG0	A0A0G2JMG0_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily B member 1 (Fragment)	LILRB1	Homo sapiens (Human)	67
ENSG00000277807		A0A0G2JNR3	A0A0G2JNR3_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily B member 1	LILRB1	Homo sapiens (Human)	510
ENSG00000277807,ENSG00000274669	ENSG00000277807 -> Q8NHL6-1;Q8NHL6-2;Q8NHL6-3;Q8NHL6-4	Q8NHL6	LIRB1_HUMAN	reviewed	Leukocyte immunoglobulin-like receptor subfamily B member 1 (LIR-1) (Leukocyte immunoglobulin-like receptor 1) (CD85 antigen-like family member J) (Immunoglobulin-like transcript 2) (ILT-2) (Monocyte/macrophage immunoglobulin-like receptor 7) (MIR-7) (CD antigen CD85j)	LILRB1 ILT2 LIR1 MIR7	Homo sapiens (Human)	650
ENSG00000274669		A0A0G2JNQ6	A0A0G2JNQ6_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily B member 1	LILRB1	Homo sapiens (Human)	652
ENSG00000274669		A0A0G2JQ44	A0A0G2JQ44_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily B member 1	LILRB1	Homo sapiens (Human)	651
ENSG00000274669		D9IDM6	D9IDM6_HUMAN	unreviewed	LIR-1 (Leukocyte immunoglobulin-like receptor subfamily B member 1)	LILRB1	Homo sapiens (Human)	651
ENSG00000277134		A0A0G2JLS4	A0A0G2JLS4_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily B member 1 (Fragment)	LILRB1	Homo sapiens (Human)	684
ENSG00000277134		A0A0G2JNK9	A0A0G2JNK9_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily B member 1 (Fragment)	LILRB1	Homo sapiens (Human)	510
ENSG00000277134		A0A0G2JNM2	A0A0G2JNM2_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily B member 1	LILRB1	Homo sapiens (Human)	667
ENSG00000277134		A0A0G2JP64	A0A0G2JP64_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily B member 1	LILRB1	Homo sapiens (Human)	668
ENSG00000277134		A0A0G2JP80	A0A0G2JP80_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily B member 1 (Fragment)	LILRB1	Homo sapiens (Human)	652
ENSG00000277134		A0A0G2JQ15	A0A0G2JQ15_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily B member 1	LILRB1	Homo sapiens (Human)	668
ENSG00000277807,ENSG00000277134		A0A0G2JQ46	A0A0G2JQ46_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily B member 1	LILRB1	Homo sapiens (Human)	634
ENSG00000104972		A0A087WSV6	A0A087WSV6_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily B member 1	LILRB1	Homo sapiens (Human)	652
ENSG00000104972		A0A087WSX8	A0A087WSX8_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily B member 1	LILRB1	Homo sapiens (Human)	651
ENSG00000104972		A0A0B4J1W1	A0A0B4J1W1_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily B member 1	LILRB1	Homo sapiens (Human)	650
ENSG00000104972		A8MVE2	A8MVE2_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily B member 1	LILRB1	Homo sapiens (Human)	634
ENSG00000104972		D9IDM5	D9IDM5_HUMAN	unreviewed	LIR-1 (Leukocyte immunoglobulin-like receptor subfamily B member 1)	LILRB1	Homo sapiens (Human)	651
ENSG00000104972		F6RVM3	F6RVM3_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily B member 1	LILRB1	Homo sapiens (Human)	510
ENSG00000104972		F6TER3	F6TER3_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily B member 1	LILRB1	Homo sapiens (Human)	701
ENSG00000274513		A0A0G2JNQ7	A0A0G2JNQ7_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily B member 2	LILRB2	Homo sapiens (Human)	597
ENSG00000274513		A0A0G2JQ48	A0A0G2JQ48_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily B member 2 (Fragment)	LILRB2	Homo sapiens (Human)	54
ENSG00000276146		A0A0G2JMW1	A0A0G2JMW1_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily B member 2 (Fragment)	LILRB2	Homo sapiens (Human)	37
ENSG00000274513,ENSG00000276146		A0A0G2JNH0	A0A0G2JNH0_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily B member 2	LILRB2	Homo sapiens (Human)	510
ENSG00000275463		A0A0G2JN35	A0A0G2JN35_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily B member 2	LILRB2	Homo sapiens (Human)	602
ENSG00000275463		A0A0G2JNE7	A0A0G2JNE7_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily B member 2	LILRB2	Homo sapiens (Human)	498
ENSG00000275463		A0A0G2JNT8	A0A0G2JNT8_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily B member 2	LILRB2	Homo sapiens (Human)	585
ENSG00000275463		A0A0G2JPH5	A0A0G2JPH5_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily B member 2	LILRB2	Homo sapiens (Human)	603
ENSG00000277751		A0A0G2JLS7	A0A0G2JLS7_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily B member 2 (Fragment)	LILRB2	Homo sapiens (Human)	219
ENSG00000277751		A0A0G2JM05	A0A0G2JM05_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily B member 2 (Fragment)	LILRB2	Homo sapiens (Human)	218
ENSG00000274513,ENSG00000276146,ENSG00000275463,ENSG00000131042	ENSG00000275463 -> Q8N423-1;Q8N423-2;Q8N423-3;Q8N423-4	Q8N423	LIRB2_HUMAN	reviewed	Leukocyte immunoglobulin-like receptor subfamily B member 2 (LIR-2) (Leukocyte immunoglobulin-like receptor 2) (CD85 antigen-like family member D) (Immunoglobulin-like transcript 4) (ILT-4) (Monocyte/macrophage immunoglobulin-like receptor 10) (MIR-10) (CD antigen CD85d)	LILRB2 ILT4 LIR2 MIR10	Homo sapiens (Human)	598
ENSG00000275463,ENSG00000131042		H7C0C3	H7C0C3_HUMAN	unreviewed	Leukocyte immunoglobulin-like receptor subfamily B member 2 (Fragment)	LILRB2	Homo sapiens (Human)	210
ENSG00000169783	ENSG00000169783 -> Q96FE5-1;Q96FE5-2	Q96FE5	LIGO1_HUMAN	reviewed	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 (Leucine-rich repeat and immunoglobulin domain-containing protein 1) (Leucine-rich repeat neuronal protein 1) (Leucine-rich repeat neuronal protein 6A)	LINGO1 LERN1 LRRN6A UNQ201/PRO227	Homo sapiens (Human)	620
ENSG00000169783		H0YMX3	H0YMX3_HUMAN	unreviewed	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 (Fragment)	LINGO1	Homo sapiens (Human)	326
ENSG00000169783		H0YNK7	H0YNK7_HUMAN	unreviewed	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 (Fragment)	LINGO1	Homo sapiens (Human)	55
ENSG00000169783		H3BM59	H3BM59_HUMAN	unreviewed	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 (Fragment)	LINGO1	Homo sapiens (Human)	35
ENSG00000169783		H3BMN3	H3BMN3_HUMAN	unreviewed	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 (Fragment)	LINGO1	Homo sapiens (Human)	125
ENSG00000169783		H3BMW2	H3BMW2_HUMAN	unreviewed	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 (Fragment)	LINGO1	Homo sapiens (Human)	18
ENSG00000169783		H3BN48	H3BN48_HUMAN	unreviewed	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 (Fragment)	LINGO1	Homo sapiens (Human)	72
ENSG00000169783		H3BQ49	H3BQ49_HUMAN	unreviewed	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 (Fragment)	LINGO1	Homo sapiens (Human)	178
ENSG00000169783		H3BS32	H3BS32_HUMAN	unreviewed	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 (Fragment)	LINGO1	Homo sapiens (Human)	11
ENSG00000139636	ENSG00000139636 -> Q6UX01-1;Q6UX01-3	Q6UX01	LMBRL_HUMAN	reviewed	Protein LMBR1L (Limb region 1 protein homolog-like) (Lipocalin-1-interacting membrane receptor) (LIMR)	LMBR1L KIAA1174 LIMR UNQ458/PRO783	Homo sapiens (Human)	489
ENSG00000139636		E7ESX7	E7ESX7_HUMAN	unreviewed	Protein LMBR1L	LMBR1L	Homo sapiens (Human)	153
ENSG00000139636		F8VPB1	F8VPB1_HUMAN	unreviewed	Protein LMBR1L	LMBR1L	Homo sapiens (Human)	49
ENSG00000139636		F8VVE2	F8VVE2_HUMAN	unreviewed	Protein LMBR1L (Fragment)	LMBR1L	Homo sapiens (Human)	126
ENSG00000139636		F8VYZ9	F8VYZ9_HUMAN	unreviewed	Protein LMBR1L (Fragment)	LMBR1L	Homo sapiens (Human)	79
ENSG00000139636		F8VZU8	F8VZU8_HUMAN	unreviewed	Protein LMBR1L (Fragment)	LMBR1L	Homo sapiens (Human)	141
ENSG00000139636		F8W054	F8W054_HUMAN	unreviewed	Protein LMBR1L (Fragment)	LMBR1L	Homo sapiens (Human)	153
ENSG00000139636		F8W0N6	F8W0N6_HUMAN	unreviewed	Protein LMBR1L	LMBR1L	Homo sapiens (Human)	59
ENSG00000139636		F8WE63	F8WE63_HUMAN	unreviewed	Protein LMBR1L	LMBR1L	Homo sapiens (Human)	74
ENSG00000139636		H0YHY8	H0YHY8_HUMAN	unreviewed	Protein LMBR1L (Fragment)	LMBR1L	Homo sapiens (Human)	39
ENSG00000139636		H0YHZ2	H0YHZ2_HUMAN	unreviewed	Protein LMBR1L (Fragment)	LMBR1L	Homo sapiens (Human)	185
ENSG00000139636		H0YI83	H0YI83_HUMAN	unreviewed	Protein LMBR1L (Fragment)	LMBR1L	Homo sapiens (Human)	125
ENSG00000139636		H0YIX2	H0YIX2_HUMAN	unreviewed	Protein LMBR1L (Fragment)	LMBR1L	Homo sapiens (Human)	92
ENSG00000198121	ENSG00000198121 -> Q92633-1	Q92633	LPAR1_HUMAN	reviewed	Lysophosphatidic acid receptor 1 (LPA receptor 1) (LPA-1) (Lysophosphatidic acid receptor Edg-2)	LPAR1 EDG2 LPA1	Homo sapiens (Human)	364
ENSG00000198121		B1AP63	B1AP63_HUMAN	unreviewed	Lysophosphatidic acid receptor 1 (Lysophosphatidic acid receptor Edg-2) (Fragment)	LPAR1	Homo sapiens (Human)	182
ENSG00000198121		Q6GPG7	Q6GPG7_HUMAN	unreviewed	Lysophosphatidic acid receptor 1 (Lysophosphatidic acid receptor Edg-2)	LPAR1	Homo sapiens (Human)	346
ENSG00000064547		Q9HBW0	LPAR2_HUMAN	reviewed	Lysophosphatidic acid receptor 2 (LPA receptor 2) (LPA-2) (Lysophosphatidic acid receptor Edg-4)	LPAR2 EDG4 LPA2	Homo sapiens (Human)	351
ENSG00000064547		K7EJJ9	K7EJJ9_HUMAN	unreviewed	Lysophosphatidic acid receptor 2 (Fragment)	LPAR2	Homo sapiens (Human)	25
ENSG00000064547		K7ELJ6	K7ELJ6_HUMAN	unreviewed	Lysophosphatidic acid receptor 2 (Fragment)	LPAR2	Homo sapiens (Human)	74
ENSG00000064547		K7ENG7	K7ENG7_HUMAN	unreviewed	Lysophosphatidic acid receptor 2 (Fragment)	LPAR2	Homo sapiens (Human)	20
ENSG00000064547		K7ER68	K7ER68_HUMAN	unreviewed	Lysophosphatidic acid receptor 2 (Fragment)	LPAR2	Homo sapiens (Human)	80
ENSG00000171517		Q9UBY5	LPAR3_HUMAN	reviewed	Lysophosphatidic acid receptor 3 (LPA receptor 3) (LPA-3) (Lysophosphatidic acid receptor Edg-7)	LPAR3 EDG7 LPA3	Homo sapiens (Human)	353
ENSG00000147145		Q99677	LPAR4_HUMAN	reviewed	Lysophosphatidic acid receptor 4 (LPA receptor 4) (LPA-4) (G-protein coupled receptor 23) (P2Y purinoceptor 9) (P2Y9) (P2Y5-like receptor) (Purinergic receptor 9)	LPAR4 GPR23 LPA4 P2RY9	Homo sapiens (Human)	370
ENSG00000147145		V9GY74	V9GY74_HUMAN	unreviewed	Lysophosphatidic acid receptor 4 (Fragment)	LPAR4	Homo sapiens (Human)	45
ENSG00000123384	ENSG00000123384 -> Q07954-1;Q07954-2	Q07954	LRP1_HUMAN	reviewed	Prolow-density lipoprotein receptor-related protein 1 (LRP-1) (Alpha-2-macroglobulin receptor) (A2MR) (Apolipoprotein E receptor) (APOER) (CD antigen CD91) [Cleaved into: Low-density lipoprotein receptor-related protein 1 85 kDa subunit (LRP-85); Low-density lipoprotein receptor-related protein 1 515 kDa subunit (LRP-515); Low-density lipoprotein receptor-related protein 1 intracellular domain (LRPICD)]	LRP1 A2MR APR	Homo sapiens (Human)	4544
ENSG00000123384		H0YJ88	H0YJ88_HUMAN	unreviewed	Prolow-density lipoprotein receptor-related protein 1 (Fragment)	LRP1	Homo sapiens (Human)	183
ENSG00000123384		H0YJI8	H0YJI8_HUMAN	unreviewed	Prolow-density lipoprotein receptor-related protein 1 (Fragment)	LRP1	Homo sapiens (Human)	139
ENSG00000123384		Q6PJ72	Q6PJ72_HUMAN	unreviewed	LRP1 protein (Prolow-density lipoprotein receptor-related protein 1)	LRP1	Homo sapiens (Human)	439
ENSG00000123384		Q7Z7K9	Q7Z7K9_HUMAN	unreviewed	LRP1 protein (Prolow-density lipoprotein receptor-related protein 1)	LRP1	Homo sapiens (Human)	296
ENSG00000120256	ENSG00000120256 -> Q86VZ4-1	Q86VZ4	LRP11_HUMAN	reviewed	Low-density lipoprotein receptor-related protein 11 (LRP-11)	LRP11	Homo sapiens (Human)	500
ENSG00000120256		Q5VYB9	Q5VYB9_HUMAN	unreviewed	Low-density lipoprotein receptor-related protein 11	LRP11	Homo sapiens (Human)	325
ENSG00000081479		P98164	LRP2_HUMAN	reviewed	Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin)	LRP2	Homo sapiens (Human)	4655
ENSG00000081479		A0A3B3IRR0	A0A3B3IRR0_HUMAN	unreviewed	Low-density lipoprotein receptor-related protein 2 (Fragment)	LRP2	Homo sapiens (Human)	438
ENSG00000081479		A0A3B3IT64	A0A3B3IT64_HUMAN	unreviewed	Low-density lipoprotein receptor-related protein 2 (Fragment)	LRP2	Homo sapiens (Human)	1361
ENSG00000081479		E9PC35	E9PC35_HUMAN	unreviewed	Low-density lipoprotein receptor-related protein 2	LRP2	Homo sapiens (Human)	1225
